"","Cowid","Time","Status","Herd","Timeassess","LogSCC"
"6731",6731,338,0,1393,11,6.97
"6732",6732,221,1,1394,8,6.2
"6733",6733,335,0,1394,6,6.08
"6734",6734,125,1,1394,7,4.74
"6735",6735,322,0,1394,7,6.62
"6736",6736,319,0,1394,6,4.41
"6737",6737,311,0,1394,7,5.31
"6738",6738,326,0,1394,10,5.78
"6739",6739,326,0,1395,14,4.37
"6740",6740,312,0,1395,14,5.98
"6741",6741,300,1,1396,10,4.09
"6742",6742,290,1,1396,13,4.72
"6743",6743,322,0,1396,11,5.15
"6744",6744,329,0,1396,7,4.01
"6745",6745,328,0,1396,6,5.55
"6746",6746,332,0,1396,13,3.87
"6747",6747,314,0,1396,9,5.23
"6748",6748,339,0,1397,9,4.68
"6749",6749,312,0,1398,13,4.91
"6750",6750,338,0,1398,7,4.13
"6751",6751,326,0,1398,14,4.7
"6752",6752,207,1,1398,13,5.36
"6753",6753,326,0,1398,12,3.58
"6754",6754,300,1,1399,6,6.18
"6755",6755,13,1,1399,11,7.59
"6756",6756,111,1,1400,10,4.38
"6757",6757,324,0,1400,7,6.48
"6758",6758,331,0,1400,6,6.15
"6759",6759,326,0,1400,13,3.69
"6760",6760,305,1,1400,9,4.04
"6761",6761,251,1,1400,7,8.46
"6762",6762,310,0,1400,8,3.53
"6763",6763,72,1,1400,10,8.09
"6764",6764,320,0,1401,9,3.47
"6765",6765,317,0,1401,7,3.74
"6766",6766,339,0,1402,11,3.56
"6767",6767,225,1,1402,9,3.5
"6768",6768,314,0,1403,14,5.54
"6769",6769,327,0,1403,14,4.81
"6770",6770,312,0,1403,13,3.71
"6771",6771,301,1,1403,12,6.11
"6772",6772,292,1,1403,10,4.62
"6773",6773,333,0,1404,10,4.38
"6774",6774,332,0,1404,13,4.66
"6775",6775,47,1,1404,9,6.89
"6776",6776,23,1,1404,6,6.16
"6777",6777,337,0,1405,7,5.75
"6778",6778,313,0,1405,6,5.26
"6779",6779,310,0,1405,12,4.63
"6780",6780,332,0,1405,11,4.78
"6781",6781,331,0,1405,12,5.71
"6782",6782,97,1,1405,14,5.81
"6783",6783,338,0,1405,14,5.59
"6784",6784,197,1,1405,9,4.33
"6785",6785,13,1,1405,12,4.88
"6786",6786,339,0,1406,8,5.55
"6787",6787,330,0,1406,6,7.36
"6788",6788,337,0,1407,6,5.29
"6789",6789,322,0,1407,7,3.85
"6790",6790,316,1,1407,8,7.09
"6791",6791,327,0,1408,14,4.04
"6792",6792,281,1,1409,5,3.71
"6793",6793,339,0,1410,7,4.82
"6794",6794,314,0,1410,11,2.89
"6795",6795,320,0,1410,7,4.16
"6796",6796,327,0,1410,6,4.91
"6797",6797,315,0,1410,13,4.62
"6798",6798,325,0,1411,9,3.3
"6799",6799,322,0,1411,7,4.16
"6800",6800,339,0,1411,13,6.03
"6801",6801,312,0,1411,6,5.47
"6802",6802,314,0,1411,7,6.94
"6803",6803,330,0,1412,10,4.42
"6804",6804,334,0,1412,6,3.85
"6805",6805,323,0,1412,14,4.96
"6806",6806,314,0,1412,5,7.39
"6807",6807,338,0,1412,5,4.82
"6808",6808,322,0,1413,6,6.42
"6809",6809,312,0,1414,9,8.04
"6810",6810,178,1,1414,10,3.09
"6811",6811,315,0,1415,9,5.81
"6812",6812,334,0,1415,13,3.09
"6813",6813,330,0,1416,10,5
"6814",6814,322,1,1416,10,4.16
"6815",6815,329,0,1416,14,3.61
"6816",6816,329,0,1416,6,5.68
"6817",6817,338,0,1417,11,7.16
"6818",6818,5,1,1417,10,6.4
"6819",6819,226,1,1417,14,4.45
"6820",6820,320,0,1417,8,6.46
"6821",6821,335,0,1417,7,5.98
"6822",6822,338,0,1417,6,7.05
"6823",6823,322,0,1418,9,3.87
"6824",6824,312,0,1418,8,4.33
"6825",6825,327,0,1418,8,3.37
"6826",6826,175,1,1418,14,3.81
"6827",6827,318,0,1419,14,3.97
"6828",6828,176,1,1419,13,3.37
"6829",6829,321,0,1420,10,6.35
"6830",6830,326,0,1420,6,6.31
"6831",6831,236,1,1420,6,4.32
"6832",6832,327,0,1420,6,5.95
"6833",6833,339,0,1420,12,6.5
"6834",6834,314,0,1421,14,5.79
"6835",6835,332,0,1421,13,5.73
"6836",6836,313,0,1421,6,3.91
"6837",6837,327,0,1421,13,7.62
"6838",6838,310,0,1421,6,5.38
"6839",6839,326,0,1421,11,3.4
"6840",6840,334,0,1421,6,4.67
"6841",6841,334,0,1422,13,3.37
"6842",6842,329,0,1422,12,6.11
"6843",6843,323,0,1423,13,3.09
"6844",6844,313,0,1423,6,5.86
"6845",6845,317,0,1423,6,4.39
"6846",6846,320,0,1424,11,4.29
"6847",6847,336,0,1425,6,3.47
"6848",6848,328,0,1425,6,4.13
"6849",6849,339,0,1425,9,5.25
"6850",6850,336,0,1426,6,6.46
"6851",6851,334,0,1426,14,3.37
"6852",6852,316,0,1427,13,4.04
"6853",6853,15,1,1427,6,4.5
"6854",6854,326,0,1428,14,3.56
"6855",6855,318,0,1428,8,4.3
"6856",6856,322,0,1428,6,3.66
"6857",6857,318,0,1429,14,7.46
"6858",6858,321,0,1429,6,5.96
"6859",6859,330,1,1429,6,5.18
"6860",6860,329,0,1430,7,5.74
"6861",6861,335,0,1430,12,3.22
"6862",6862,331,0,1430,11,4.88
"6863",6863,310,0,1430,8,5.3
"6864",6864,321,0,1431,7,5.89
"6865",6865,316,0,1431,12,5.4
"6866",6866,321,0,1431,14,4.01
"6867",6867,336,0,1431,11,4.41
"6868",6868,323,0,1431,7,4.23
"6869",6869,315,0,1431,13,4.54
"6870",6870,304,1,1431,8,6.79
"6871",6871,319,0,1431,6,6.5
"6872",6872,324,1,1432,8,4.8
"6873",6873,312,0,1432,8,8.32
"6874",6874,316,0,1433,8,2.56
"6875",6875,310,0,1433,11,3.4
"6876",6876,321,1,1433,11,4.9
"6877",6877,326,0,1433,9,3.83
"6878",6878,310,0,1434,14,4.74
"6879",6879,336,0,1434,14,5.42
"6880",6880,339,0,1434,7,3.78
"6881",6881,338,0,1434,6,5.51
"6882",6882,339,0,1434,10,3.4
"6883",6883,318,0,1434,9,4.7
"6884",6884,325,0,1434,12,3.56
"6885",6885,323,0,1434,10,5.07
"6886",6886,310,0,1435,12,3.5
"6887",6887,334,0,1435,6,5.74
"6888",6888,317,1,1435,6,6.03
"6889",6889,327,0,1435,12,4.11
"6890",6890,210,1,1435,11,3.22
"6891",6891,308,1,1435,14,4.13
"6892",6892,339,0,1435,6,4.06
"6893",6893,310,1,1436,6,7.06
"6894",6894,337,0,1437,9,4.94
"6895",6895,302,1,1437,14,4.8
"6896",6896,332,0,1437,14,3
"6897",6897,337,0,1437,10,7.57
"6898",6898,330,0,1437,7,4.81
"6899",6899,327,0,1438,8,3.09
"6900",6900,326,0,1438,13,4.52
"6901",6901,337,0,1438,9,5.8
"6902",6902,323,0,1438,9,4.9
"6903",6903,312,0,1438,6,4.8
"6904",6904,313,0,1438,12,4.25
"6905",6905,328,0,1438,6,3.83
"6906",6906,330,0,1438,7,4.99
"6907",6907,311,0,1438,14,6.28
"6908",6908,313,0,1438,10,4.41
"6909",6909,334,0,1438,8,4.68
"6910",6910,310,0,1439,11,5.37
"6911",6911,312,0,1439,13,3.95
"6912",6912,335,0,1439,9,3.56
"6913",6913,313,0,1439,14,4.5
"6914",6914,318,0,1439,13,3.81
"6915",6915,332,0,1439,8,4.23
"6916",6916,310,0,1439,11,7.2
"6917",6917,327,0,1439,7,3.95
"6918",6918,310,0,1440,8,3.47
"6919",6919,316,0,1440,6,4.68
"6920",6920,328,0,1440,6,7.96
"6921",6921,330,0,1440,7,3.53
"6922",6922,243,1,1440,8,4.38
"6923",6923,327,0,1441,7,3.33
"6924",6924,52,1,1441,6,6.03
"6925",6925,322,0,1441,6,4.36
"6926",6926,214,1,1441,13,3.64
"6927",6927,321,0,1441,13,3.3
"6928",6928,325,0,1441,6,5.15
"6929",6929,325,0,1441,6,3.18
"6930",6930,318,0,1442,14,3.61
"6931",6931,307,1,1442,6,7.44
"6932",6932,326,0,1442,12,5.28
"6933",6933,310,0,1442,8,3.76
"6934",6934,320,0,1442,6,3.71
"6935",6935,316,0,1442,12,4.13
"6936",6936,339,0,1443,6,5.72
"6937",6937,329,0,1443,14,4.69
"6938",6938,333,0,1443,14,4.69
"6939",6939,315,0,1443,14,3
"6940",6940,147,1,1444,12,4.14
"6941",6941,280,1,1444,10,4.14
"6942",6942,321,0,1444,6,3.4
"6943",6943,333,0,1444,6,3.5
"6944",6944,326,0,1444,13,5.71
"6945",6945,335,0,1444,12,4.55
"6946",6946,316,0,1444,6,4.03
"6947",6947,313,0,1444,12,3.64
"6948",6948,153,1,1444,12,4.38
"6949",6949,300,1,1444,8,6.2
"6950",6950,312,0,1445,6,4.51
"6951",6951,144,1,1445,12,3.09
"6952",6952,311,0,1445,14,4.73
"6953",6953,310,1,1445,14,3.3
"6954",6954,313,0,1445,11,4.8
"6955",6955,320,0,1445,12,6.26
"6956",6956,87,1,1445,12,3
"6957",6957,313,0,1446,6,5.62
"6958",6958,76,1,1447,10,4.85
"6959",6959,313,0,1447,8,5.32
"6960",6960,311,0,1447,9,4.26
"6961",6961,312,0,1448,10,6.33
"6962",6962,331,0,1448,12,3.04
"6963",6963,327,1,1448,12,3.91
"6964",6964,317,0,1448,7,2.64
"6965",6965,310,0,1449,10,3.22
"6966",6966,336,0,1449,12,6.15
"6967",6967,150,1,1449,13,3.66
"6968",6968,214,1,1449,12,3.61
"6969",6969,314,0,1449,9,4.25
"6970",6970,312,0,1450,7,5.66
"6971",6971,311,0,1450,6,5.48
"6972",6972,312,0,1450,11,3.53
"6973",6973,339,0,1450,6,5.61
"6974",6974,312,1,1450,7,5.19
"6975",6975,332,0,1450,7,5.36
"6976",6976,314,0,1451,9,5.9
"6977",6977,103,1,1451,7,3.83
"6978",6978,303,1,1451,9,3.97
"6979",6979,336,0,1451,11,3.58
"6980",6980,322,0,1451,8,3.64
"6981",6981,327,0,1451,7,5.21
"6982",6982,325,0,1452,6,4.04
"6983",6983,330,0,1452,6,6.16
"6984",6984,322,0,1452,6,6.74
"6985",6985,308,1,1452,13,4.62
"6986",6986,325,0,1453,6,5.39
"6987",6987,316,0,1453,9,4.74
"6988",6988,317,0,1453,11,4.93
"6989",6989,315,0,1453,8,4.3
"6990",6990,331,1,1453,13,2.56
"6991",6991,325,0,1453,8,4.74
"6992",6992,321,0,1453,12,6.35
"6993",6993,310,0,1453,8,4.04
"6994",6994,318,0,1453,8,6.48
"6995",6995,327,0,1454,12,5.27
"6996",6996,314,0,1454,7,4.01
"6997",6997,328,0,1454,6,5.55
"6998",6998,337,0,1454,9,5.82
"6999",6999,320,0,1454,12,4.16
"7000",7000,339,0,1454,14,3.64
"7001",7001,322,0,1454,7,4.22
"7002",7002,334,0,1454,6,4.73
"7003",7003,336,0,1455,12,5.63
"7004",7004,331,0,1455,10,3.97
"7005",7005,306,1,1455,8,5.39
"7006",7006,326,0,1455,10,4.72
"7007",7007,319,0,1455,14,4.23
"7008",7008,143,1,1455,10,3.56
"7009",7009,71,1,1456,6,5.47
"7010",7010,175,1,1456,8,4.74
"7011",7011,336,0,1457,9,4.54
"7012",7012,315,0,1458,14,5.68
"7013",7013,324,0,1459,11,5.25
"7014",7014,311,0,1459,11,3.87
"7015",7015,331,0,1459,12,4.04
"7016",7016,335,0,1460,8,4.86
"7017",7017,321,0,1460,7,5.84
"7018",7018,220,1,1460,12,3.26
"7019",7019,168,1,1460,9,6.39
"7020",7020,313,0,1461,7,3.83
"7021",7021,310,1,1461,13,7.13
"7022",7022,308,1,1462,7,6.58
"7023",7023,303,1,1462,14,3.64
"7024",7024,316,0,1463,12,2.94
"7025",7025,324,0,1463,14,3.89
"7026",7026,325,0,1464,14,3.64
"7027",7027,337,0,1464,12,2.94
"7028",7028,236,1,1464,6,3.22
"7029",7029,321,0,1464,13,3.14
"7030",7030,317,0,1464,13,8.24
"7031",7031,316,0,1464,14,4.45
"7032",7032,318,0,1465,7,7.64
"7033",7033,321,1,1466,5,7.26
"7034",7034,314,0,1466,5,5.09
"7035",7035,336,0,1466,11,4.43
"7036",7036,203,1,1466,14,5.18
"7037",7037,337,0,1466,11,3.14
"7038",7038,329,0,1466,9,3.85
"7039",7039,319,0,1466,13,3.4
"7040",7040,331,0,1466,13,3.04
"7041",7041,335,0,1467,11,5.46
"7042",7042,334,0,1467,10,5.33
"7043",7043,117,1,1468,13,4.03
"7044",7044,135,1,1468,11,4.81
"7045",7045,286,1,1468,11,3.58
"7046",7046,120,1,1468,14,4.88
"7047",7047,310,0,1468,13,4.94
"7048",7048,337,0,1468,6,3.89
"7049",7049,332,0,1469,5,6.56
"7050",7050,334,0,1469,6,3.64
"7051",7051,332,0,1470,9,3.43
"7052",7052,335,0,1470,13,3.74
"7053",7053,324,0,1470,5,6.72
"7054",7054,320,0,1470,12,2.83
"7055",7055,324,0,1471,10,3.37
"7056",7056,317,0,1471,8,5.31
"7057",7057,20,1,1471,11,4.91
"7058",7058,339,0,1472,7,3.74
"7059",7059,327,0,1472,10,3.47
"7060",7060,315,1,1472,12,2.94
"7061",7061,320,0,1472,13,3
"7062",7062,334,0,1472,9,4.7
"7063",7063,316,0,1473,10,5.11
"7064",7064,330,0,1473,7,3.22
"7065",7065,321,0,1473,7,4.22
"7066",7066,7,1,1473,13,3.47
"7067",7067,320,0,1473,5,3.47
"7068",7068,330,0,1474,13,5.53
"7069",7069,317,1,1475,7,4.14
"7070",7070,330,0,1475,14,3.93
"7071",7071,335,0,1475,10,3.09
"7072",7072,331,0,1476,14,3.61
"7073",7073,51,1,1476,11,7.41
"7074",7074,337,0,1476,7,3.18
"7075",7075,320,0,1477,6,5.16
"7076",7076,324,0,1477,14,3.89
"7077",7077,314,0,1477,8,4.96
"7078",7078,244,1,1477,9,4.17
"7079",7079,330,0,1477,11,3.99
"7080",7080,330,0,1477,6,5.31
"7081",7081,221,1,1477,6,4.16
"7082",7082,336,0,1477,13,3.66
"7083",7083,322,0,1478,7,2.77
"7084",7084,324,0,1478,14,2.77
"7085",7085,324,0,1478,8,4.14
"7086",7086,138,1,1478,6,4.43
"7087",7087,313,0,1478,7,4.69
"7088",7088,321,0,1479,10,5.19
"7089",7089,320,0,1479,12,5.59
"7090",7090,326,1,1479,11,6.53
"7091",7091,312,0,1479,7,7.02
"7092",7092,323,0,1479,6,3.78
"7093",7093,98,1,1480,14,4.55
"7094",7094,323,0,1480,5,4.03
"7095",7095,311,0,1480,14,4.72
"7096",7096,141,1,1480,9,4.32
"7097",7097,329,0,1480,6,3.4
"7098",7098,335,0,1480,12,5.18
"7099",7099,14,1,1480,10,5.46
"7100",7100,320,0,1480,5,5.37
"7101",7101,330,0,1481,9,4.34
"7102",7102,285,1,1481,13,3.33
"7103",7103,326,0,1481,12,4.09
"7104",7104,315,0,1481,13,3.09
"7105",7105,333,0,1481,11,3
"7106",7106,326,0,1481,11,4.84
"7107",7107,313,0,1481,12,3.71
"7108",7108,324,0,1481,5,4.89
"7109",7109,328,0,1481,14,6.65
"7110",7110,309,1,1482,12,4.73
"7111",7111,234,1,1482,10,7.66
"7112",7112,324,0,1482,9,6.52
"7113",7113,330,0,1482,10,3.58
"7114",7114,316,0,1482,8,3.85
"7115",7115,264,1,1482,6,3.97
"7116",7116,332,0,1483,14,3.58
"7117",7117,333,0,1483,6,6.28
"7118",7118,333,0,1483,6,3.85
"7119",7119,319,0,1483,14,2.64
"7120",7120,332,0,1484,10,3.18
"7121",7121,319,0,1484,9,5.59
"7122",7122,338,0,1484,10,4.11
"7123",7123,308,1,1484,11,3.47
"7124",7124,322,0,1484,6,6.83
"7125",7125,72,1,1484,8,7.64
"7126",7126,316,0,1484,6,5.09
"7127",7127,337,0,1484,5,4.85
"7128",7128,317,0,1485,14,2.94
"7129",7129,312,0,1485,7,3.85
"7130",7130,333,0,1485,10,4.13
"7131",7131,333,0,1485,10,3.64
"7132",7132,330,0,1486,11,6.78
"7133",7133,330,0,1486,12,3.66
"7134",7134,337,0,1487,14,5.18
"7135",7135,338,0,1487,5,4.56
"7136",7136,331,0,1487,10,4.89
"7137",7137,269,1,1487,6,5.95
"7138",7138,317,0,1487,7,7.3
"7139",7139,311,0,1487,5,3.33
"7140",7140,323,0,1488,13,4.06
"7141",7141,161,1,1488,5,7.43
"7142",7142,324,0,1488,13,3.4
"7143",7143,315,0,1489,6,3.64
"7144",7144,144,1,1489,6,5.85
"7145",7145,304,1,1489,9,5.1
"7146",7146,326,0,1490,14,4.57
"7147",7147,331,0,1490,9,4.38
"7148",7148,338,0,1490,11,3
"7149",7149,84,1,1491,10,4.38
"7150",7150,324,0,1492,6,5.95
"7151",7151,335,0,1492,6,5.25
"7152",7152,326,0,1492,13,5.2
"7153",7153,323,0,1492,6,4.78
"7154",7154,338,0,1492,5,4.01
"7155",7155,328,0,1492,14,5.59
"7156",7156,313,0,1492,13,4.03
"7157",7157,337,0,1492,10,4.74
"7158",7158,315,0,1492,11,4.74
"7159",7159,322,0,1492,14,3.64
"7160",7160,320,0,1492,8,4.01
"7161",7161,314,1,1492,5,5.02
"7162",7162,337,0,1492,13,6.77
"7163",7163,312,0,1492,13,4.7
"7164",7164,328,0,1492,13,3.53
"7165",7165,339,0,1492,5,4.44
"7166",7166,312,0,1492,12,5.44
"7167",7167,327,0,1492,11,7.45
"7168",7168,314,0,1492,12,3.85
"7169",7169,331,0,1493,14,3.33
"7170",7170,311,0,1493,11,3.81
"7171",7171,261,1,1494,8,6.36
"7172",7172,289,1,1494,7,3.4
"7173",7173,319,0,1495,12,4.62
"7174",7174,333,0,1495,9,4.3
"7175",7175,329,1,1496,11,6.12
"7176",7176,338,0,1496,7,7.97
"7177",7177,335,0,1496,13,4.36
"7178",7178,270,1,1496,14,6.42
"7179",7179,319,0,1496,5,5.87
"7180",7180,334,0,1496,6,5.81
"7181",7181,315,0,1496,13,4.57
"7182",7182,265,1,1496,7,4.44
"7183",7183,229,1,1496,6,3.76
"7184",7184,316,0,1496,14,4.63
"7185",7185,63,1,1496,7,4.44
"7186",7186,219,1,1496,12,3.95
"7187",7187,322,0,1496,10,4.34
"7188",7188,310,0,1497,8,4.04
"7189",7189,339,0,1497,10,4.73
"7190",7190,321,0,1497,12,4.26
"7191",7191,337,0,1498,8,3.61
"7192",7192,330,0,1498,14,4.91
"7193",7193,311,0,1498,6,5
"7194",7194,335,0,1498,6,4.03
"7195",7195,311,0,1498,6,4.49
"7196",7196,310,0,1498,5,5.62
"7197",7197,144,1,1499,9,3.71
"7198",7198,310,0,1499,12,3.58
"7199",7199,329,0,1500,14,7.92
"7200",7200,328,0,1500,10,3.78
"7201",7201,322,0,1500,10,3.66
"7202",7202,311,0,1501,6,5.17
"7203",7203,312,0,1501,6,4.29
"7204",7204,315,0,1501,11,4.01
"7205",7205,319,0,1502,8,4.69
"7206",7206,316,0,1502,13,3.58
"7207",7207,326,0,1502,7,3.83
"7208",7208,322,0,1502,6,4.2
"7209",7209,317,0,1503,14,3.22
"7210",7210,220,1,1503,6,3.85
"7211",7211,329,0,1503,11,5.91
"7212",7212,321,0,1503,10,4.25
"7213",7213,332,0,1503,6,4.67
"7214",7214,331,0,1503,12,4.64
"7215",7215,0,1,1503,11,3.97
"7216",7216,319,0,1504,6,5.4
"7217",7217,318,0,1504,10,4.93
"7218",7218,335,0,1504,7,4.63
"7219",7219,86,1,1505,11,3.87
"7220",7220,329,0,1505,12,4.09
"7221",7221,321,0,1505,13,4.01
"7222",7222,310,0,1505,11,4.66
"7223",7223,67,1,1505,7,5.75
"7224",7224,326,0,1505,12,3.43
"7225",7225,321,0,1505,9,3.91
"7226",7226,339,0,1505,11,4.62
"7227",7227,18,1,1505,12,6.07
"7228",7228,323,0,1505,13,4.42
"7229",7229,182,1,1505,14,3.56
"7230",7230,304,1,1505,7,5.11
"7231",7231,115,1,1505,9,3.33
"7232",7232,337,0,1505,11,5.5
"7233",7233,104,1,1505,13,3.66
"7234",7234,336,0,1505,7,5.75
"7235",7235,311,1,1505,9,4.5
"7236",7236,334,0,1505,13,2.94
"7237",7237,334,0,1505,12,3.22
"7238",7238,324,0,1505,6,4.63
"7239",7239,36,1,1505,6,4.17
"7240",7240,311,0,1505,12,4.76
"7241",7241,317,0,1505,8,4.43
"7242",7242,307,1,1505,11,4.61
"7243",7243,331,0,1506,14,4.37
"7244",7244,317,0,1506,11,4.34
"7245",7245,337,0,1506,9,3.18
"7246",7246,321,0,1506,7,6.44
"7247",7247,310,1,1506,14,3
"7248",7248,323,0,1506,8,4.87
"7249",7249,318,0,1506,7,6.05
"7250",7250,328,0,1507,9,3.58
"7251",7251,323,0,1507,7,5.05
"7252",7252,322,0,1508,6,4.51
"7253",7253,317,0,1509,10,4.98
"7254",7254,319,0,1509,9,2.83
"7255",7255,328,0,1510,12,3.66
"7256",7256,316,0,1511,9,7.13
"7257",7257,325,0,1511,13,4.03
"7258",7258,322,0,1511,9,5.28
"7259",7259,316,0,1511,11,4.85
"7260",7260,310,0,1511,7,7.22
"7261",7261,51,1,1512,8,5.08
"7262",7262,317,0,1512,14,5
"7263",7263,322,0,1512,13,3.09
"7264",7264,334,0,1513,13,4.28
"7265",7265,324,0,1513,10,6.27
"7266",7266,335,0,1513,14,3.85
"7267",7267,327,0,1513,13,3.53
"7268",7268,313,0,1513,13,4.52
"7269",7269,35,1,1514,12,3
"7270",7270,315,0,1514,14,3.66
"7271",7271,315,0,1514,14,4.75
"7272",7272,338,0,1515,6,5.08
"7273",7273,122,1,1515,7,3.78
"7274",7274,314,0,1515,9,3.58
"7275",7275,42,1,1516,7,4.85
"7276",7276,324,0,1516,13,6.61
"7277",7277,333,0,1517,7,5.12
"7278",7278,327,0,1517,9,3.97
"7279",7279,330,0,1517,12,3.87
"7280",7280,317,0,1517,14,2.56
"7281",7281,333,0,1517,12,3.91
"7282",7282,313,0,1517,7,4.38
"7283",7283,325,0,1517,13,3.69
"7284",7284,315,0,1517,8,3.99
"7285",7285,321,0,1518,5,4.34
"7286",7286,219,1,1518,7,6.5
"7287",7287,117,1,1518,14,3.99
"7288",7288,336,0,1518,6,4.57
"7289",7289,327,0,1518,5,5.32
"7290",7290,319,0,1518,10,4.71
"7291",7291,91,1,1519,12,4.06
"7292",7292,209,1,1519,10,3.95
"7293",7293,314,0,1520,10,3.22
"7294",7294,338,0,1521,13,6.05
"7295",7295,338,0,1522,13,2.89
"7296",7296,319,0,1522,6,3.76
"7297",7297,336,0,1522,6,4.41
"7298",7298,336,0,1522,13,2.71
"7299",7299,310,0,1522,9,2.4
"7300",7300,314,0,1522,8,3.91
"7301",7301,336,0,1522,7,4.33
"7302",7302,315,0,1523,9,6.38
"7303",7303,331,0,1523,12,7.61
"7304",7304,319,0,1523,7,3.53
"7305",7305,322,0,1524,6,5.77
"7306",7306,320,0,1524,9,4.88
"7307",7307,324,0,1525,8,4.69
"7308",7308,337,0,1525,7,5.42
"7309",7309,328,0,1525,6,5.6
"7310",7310,324,0,1526,6,5.87
"7311",7311,334,0,1526,6,5.83
"7312",7312,319,0,1526,9,6.2
"7313",7313,311,0,1526,8,6.42
"7314",7314,339,0,1526,9,4.47
"7315",7315,313,0,1526,7,4.38
"7316",7316,314,0,1526,10,3.56
"7317",7317,337,0,1526,6,4.11
"7318",7318,337,0,1527,7,4.09
"7319",7319,327,0,1527,13,4.28
"7320",7320,329,0,1527,11,3.87
"7321",7321,183,1,1528,13,3.53
"7322",7322,326,0,1528,8,7.26
"7323",7323,332,0,1528,7,7.34
"7324",7324,329,0,1528,14,4.26
"7325",7325,328,0,1528,9,5.06
"7326",7326,332,0,1528,6,4.73
"7327",7327,324,0,1529,8,3.18
"7328",7328,117,1,1529,6,5.79
"7329",7329,322,0,1529,10,3.5
"7330",7330,334,0,1529,7,5.59
"7331",7331,328,0,1529,13,3.83
"7332",7332,323,0,1529,14,4.11
"7333",7333,327,0,1529,8,4.17
"7334",7334,334,0,1530,6,5.96
"7335",7335,322,0,1530,6,5.83
"7336",7336,316,0,1530,12,4.94
"7337",7337,131,1,1530,11,5.12
"7338",7338,66,1,1530,13,2.83
"7339",7339,327,0,1531,14,3.5
"7340",7340,318,0,1531,7,5.62
"7341",7341,208,1,1531,8,5.03
"7342",7342,331,0,1532,9,3.99
"7343",7343,338,0,1532,7,3.89
"7344",7344,310,0,1532,6,4.8
"7345",7345,319,0,1532,6,5.79
"7346",7346,322,0,1532,6,5.02
"7347",7347,331,0,1533,6,4.37
"7348",7348,311,0,1533,8,5.53
"7349",7349,333,0,1534,12,3.81
"7350",7350,322,0,1534,12,6.83
"7351",7351,310,0,1534,12,4.95
"7352",7352,320,0,1534,14,4.89
"7353",7353,323,0,1534,8,5.68
"7354",7354,325,0,1534,11,3.85
"7355",7355,329,0,1535,12,4.38
"7356",7356,338,0,1536,10,4.98
"7357",7357,318,0,1536,6,8.44
"7358",7358,312,0,1536,11,3.09
"7359",7359,311,0,1536,14,5.92
"7360",7360,325,0,1536,6,3.89
"7361",7361,320,0,1537,14,5.09
"7362",7362,121,1,1537,13,5.38
"7363",7363,330,0,1537,9,3.4
"7364",7364,318,0,1538,11,5.62
"7365",7365,316,1,1538,11,4.76
"7366",7366,316,0,1538,12,4.54
"7367",7367,108,1,1538,7,6.78
"7368",7368,320,0,1538,7,5.28
"7369",7369,323,0,1538,6,6.97
"7370",7370,339,0,1539,11,3.04
"7371",7371,333,0,1539,9,5.73
"7372",7372,321,0,1539,8,5.13
"7373",7373,8,1,1540,5,3.83
"7374",7374,17,1,1540,13,4.34
"7375",7375,173,1,1540,13,5.54
"7376",7376,339,0,1540,6,4.14
"7377",7377,324,0,1540,14,4.58
"7378",7378,336,0,1540,6,5.21
"7379",7379,310,0,1541,9,4.82
"7380",7380,317,0,1541,5,5.59
"7381",7381,332,0,1541,14,3.64
"7382",7382,337,0,1541,7,4.93
"7383",7383,333,0,1542,8,5.65
"7384",7384,315,0,1542,5,6.65
"7385",7385,188,1,1542,8,5.53
"7386",7386,129,1,1542,7,4.97
"7387",7387,143,1,1543,11,3.64
"7388",7388,210,1,1543,13,4.51
"7389",7389,311,0,1544,11,5.05
"7390",7390,323,0,1545,7,3.14
"7391",7391,314,0,1545,14,3.69
"7392",7392,313,0,1546,6,6.89
"7393",7393,328,0,1546,11,4.76
"7394",7394,334,0,1546,5,5.09
"7395",7395,321,0,1546,14,4.56
"7396",7396,318,0,1546,11,4.36
"7397",7397,331,0,1546,11,2.4
"7398",7398,322,0,1546,11,4.08
"7399",7399,316,0,1547,13,4.04
"7400",7400,315,0,1547,8,5.46
"7401",7401,325,0,1547,11,7.91
"7402",7402,313,1,1548,8,6.45
"7403",7403,327,0,1549,6,6.71
"7404",7404,336,0,1549,5,7.34
"7405",7405,329,0,1549,5,4.19
"7406",7406,333,0,1550,9,5.02
"7407",7407,65,1,1550,10,4.65
"7408",7408,324,0,1551,7,5.86
"7409",7409,324,0,1551,14,6.34
"7410",7410,175,1,1551,6,3.26
"7411",7411,167,1,1551,7,8.01
"7412",7412,336,0,1551,14,3
"7413",7413,336,0,1551,11,3.53
"7414",7414,318,1,1552,11,5.27
"7415",7415,321,0,1552,8,6.76
"7416",7416,316,0,1552,14,4.77
"7417",7417,323,0,1552,6,3.04
"7418",7418,330,0,1552,13,4.87
"7419",7419,315,0,1553,14,4.98
"7420",7420,331,0,1553,6,5.12
"7421",7421,314,0,1553,14,6.12
"7422",7422,327,0,1553,6,7.89
"7423",7423,328,0,1553,8,3.91
"7424",7424,329,0,1553,10,3.83
"7425",7425,328,0,1553,7,3.87
"7426",7426,323,0,1553,12,4.87
"7427",7427,322,0,1553,9,5.64
"7428",7428,331,0,1553,10,4.5
"7429",7429,322,0,1553,10,7.74
