"","Cowid","Time","Status","Herd","Ureum","Protein","Parity","Heifer"
"5264",5264,160,1,99,2.48,4,4,1
"5265",5265,74,1,99,2.83,3.59,4,1
"5266",5266,129,1,99,1.88,3.44,5,0
"5267",5267,202,1,99,2.29,2.89,5,1
"5268",5268,80,1,99,2.56,2.82,4,0
"5269",5269,90,1,99,2.65,2.9,4,1
"5270",5270,88,1,99,2.77,3.55,4,1
"5271",5271,52,1,99,2.8,3.13,3,0
"5272",5272,107,1,99,1.83,3.74,4,1
"5273",5273,102,1,99,3.08,3.91,2,0
"5274",5274,26,1,99,2.66,3.46,3,1
"5275",5275,141,1,99,0.96,3.93,3,0
"5276",5276,125,1,99,2.52,3.02,4,0
"5277",5277,55,1,99,2.23,3.43,3,0
"5278",5278,38,1,99,2.2,3.76,4,1
"5279",5279,143,1,99,1.54,3.48,2,1
"5280",5280,66,1,99,2.56,3.09,2,0
"5281",5281,160,1,99,2.87,3.47,2,0
"5282",5282,67,1,99,2.31,3.1,2,1
"5283",5283,40,1,99,2.54,3.91,3,1
"5284",5284,118,1,99,1,3.65,2,0
"5285",5285,31,1,99,3.38,3.77,2,1
"5286",5286,14,1,99,2.72,3.61,3,1
"5287",5287,102,1,99,2.09,3.85,3,1
"5288",5288,141,1,99,0.7,3.64,2,0
"5289",5289,121,1,99,2.87,3.57,2,1
"5290",5290,106,1,99,2.21,3.23,3,0
"5291",5291,287,1,99,1.12,3.26,2,1
"5292",5292,165,1,99,1.85,2.94,3,1
"5293",5293,81,1,99,1.9,3.69,1,0
"5294",5294,147,1,99,2.43,3.56,1,0
"5295",5295,121,1,99,1.18,3.39,2,0
"5296",5296,169,1,99,2.04,3.09,1,0
"5297",5297,178,1,99,1.69,3.17,1,1
"5298",5298,46,1,99,2.05,3.04,1,0
"5299",5299,49,1,99,2.41,3.48,2,1
"5300",5300,60,1,99,2.86,3.29,1,0
"5301",5301,32,1,99,2.8,3.37,2,0
"5302",5302,16,1,99,2.37,3.02,3,0
"5303",5303,124,1,99,1.65,2.71,1,1
"5304",5304,172,1,99,1.78,3.86,2,0
"5305",5305,134,1,99,1.6,4.24,2,1
"5306",5306,191,1,99,1.36,3.1,1,0
"5307",5307,41,1,99,2.17,3.39,1,0
"5308",5308,210,1,99,1.36,3.47,1,1
"5309",5309,99,1,99,1.64,3.37,2,0
"5310",5310,51,1,99,2.42,3.32,2,1
"5311",5311,104,1,99,2.09,3.47,1,0
"5312",5312,228,1,99,2.21,3.49,2,0
"5313",5313,161,1,99,3.61,2.9,2,0
"5314",5314,86,1,99,3.29,4.18,1,0
"5315",5315,18,1,99,2.38,3.86,2,0
"5316",5316,6,1,99,1.79,4.37,3,1
"5317",5317,167,1,99,2.09,3.64,1,1
"5318",5318,96,1,99,3.1,3.55,2,1
"5319",5319,68,1,99,1.69,3.43,1,1
"5320",5320,56,1,99,1.83,3.56,1,1
"5321",5321,22,1,99,1.99,3.37,1,0
"5322",5322,178,1,99,2.09,3.12,1,0
"5323",5323,187,1,99,2.38,3.77,1,1
"5324",5324,75,1,99,1.99,3.96,1,0
"5325",5325,77,1,99,2.41,3.11,1,0
"5326",5326,190,1,99,1.85,3.39,1,0
"5327",5327,35,1,99,1.38,3.52,1,0
"5328",5328,77,1,99,1.18,3.12,1,0
"5329",5329,51,1,99,2.6,3.16,1,1
"5330",5330,86,1,99,1.19,3.42,1,1
"5331",5331,99,1,99,1.57,3.73,1,1
"5332",5332,90,1,99,2.05,3.43,1,0
"5333",5333,26,1,99,1.57,3.48,1,0
"5334",5334,47,1,100,3.23,2.86,1,0
"5335",5335,88,1,100,2.18,3.55,7,0
"5336",5336,54,1,100,1.31,3.62,6,1
"5337",5337,154,1,100,1.49,3.26,5,0
"5338",5338,142,1,100,2.89,2.89,5,1
"5339",5339,100,1,100,2.22,3.28,5,1
"5340",5340,133,1,100,4.39,2.97,5,0
"5341",5341,154,1,100,1.29,3.11,5,1
"5342",5342,60,1,100,4.37,3.14,4,0
"5343",5343,100,1,100,3.14,3.57,5,0
"5344",5344,101,1,100,1.77,3.02,4,0
"5345",5345,47,1,100,2.74,3.28,4,1
"5346",5346,71,1,100,2.31,3.04,5,0
"5347",5347,133,1,100,2.66,2.94,4,1
"5348",5348,127,1,100,1.72,3.22,5,0
"5349",5349,125,1,100,2.5,2.89,4,0
"5350",5350,154,1,100,3.27,3.56,3,0
"5351",5351,146,1,100,4.53,3.75,3,1
"5352",5352,27,1,100,2.42,3.22,3,0
"5353",5353,28,1,100,2.77,3.23,4,0
"5354",5354,140,1,100,2.43,3.19,3,1
"5355",5355,55,1,100,2.21,3.12,3,0
"5356",5356,72,1,100,3.27,3.42,4,1
"5357",5357,94,1,100,2.3,3.24,3,0
"5358",5358,18,1,100,3.22,3.31,3,0
"5359",5359,80,1,100,2.79,2.86,2,0
"5360",5360,97,1,100,2.34,2.95,2,1
"5361",5361,67,1,100,2.25,3.31,2,1
"5362",5362,127,1,100,2.49,3.49,3,0
"5363",5363,188,1,100,3.09,2.94,3,1
"5364",5364,43,1,100,1.74,3.73,2,1
"5365",5365,42,1,100,2.31,4.03,2,0
"5366",5366,66,1,100,1.94,2.66,3,0
"5367",5367,35,1,100,1.8,2.75,3,1
"5368",5368,127,1,100,2.39,3.77,2,0
"5369",5369,46,1,100,3.3,3.06,3,0
"5370",5370,63,1,100,4.96,3.1,2,1
"5371",5371,26,1,100,2.8,3.29,3,1
"5372",5372,102,1,100,2.81,2.73,2,0
"5373",5373,99,1,100,3.58,2.68,2,0
"5374",5374,16,1,100,1.26,2.61,3,0
"5375",5375,60,1,100,2.25,2.98,2,1
"5376",5376,77,1,100,2.41,3.42,2,0
"5377",5377,104,1,100,2.4,3.23,2,0
"5378",5378,108,1,100,2.93,3.45,2,1
"5379",5379,52,1,100,2.94,3.34,3,0
"5380",5380,15,1,100,2.77,3.36,2,1
"5381",5381,109,1,100,2.35,3.11,2,0
"5382",5382,74,1,100,1.35,3.41,1,0
"5383",5383,100,1,100,2.34,3.06,1,0
"5384",5384,178,1,100,3.08,3.15,2,0
"5385",5385,46,1,100,3.04,3.28,1,1
"5386",5386,63,1,100,1.67,3.15,1,1
"5387",5387,65,1,100,2.02,2.88,1,0
"5388",5388,31,1,100,2.72,2.75,1,1
"5389",5389,60,1,100,1.83,2.68,2,0
"5390",5390,29,1,100,2.42,3.07,1,0
"5391",5391,7,1,100,2.51,3.08,1,0
"5392",5392,38,1,100,2.64,2.95,2,0
"5393",5393,93,1,100,2.63,2.66,1,0
"5394",5394,97,1,100,2.77,3.1,1,1
"5395",5395,106,1,100,2.14,2.85,1,1
"5396",5396,30,1,100,2.29,3.14,1,0
"5397",5397,101,1,100,2.67,2.95,1,0
"5398",5398,65,1,100,3.89,2.91,1,0
"5399",5399,0.5,1,100,1.91,3.22,1,0
"5400",5400,167,1,100,3.68,2.7,1,0
"5401",5401,87,1,100,1.99,2.73,1,1
"5402",5402,160,1,100,2.66,2.45,1,1
"5403",5403,76,1,100,3.17,2.47,1,0
"5404",5404,66,1,100,2.96,2.78,1,1
"5405",5405,29,1,100,2.39,3.16,1,0
"5406",5406,27,1,100,1.95,2.89,1,1
"5407",5407,36,1,100,2.56,3.11,1,0
"5408",5408,97,1,100,3.51,2.71,1,1
"5409",5409,103,1,100,2.94,3.66,1,1
"5410",5410,95,1,100,1.89,2.82,1,0
"5411",5411,36,1,100,2.51,3.01,1,0
"5412",5412,80,1,100,2.61,3.51,1,1
"5413",5413,64,1,100,2.84,3.47,1,0
"5414",5414,64,1,100,3.37,3.46,1,0
"5415",5415,92,1,100,2.95,3.23,1,0
"5416",5416,122,1,100,2.61,3.5,1,1
"5417",5417,88,1,100,2.74,3.38,1,0
"5418",5418,62,1,100,2.87,2.81,1,1
"5419",5419,47,1,100,4.23,3.46,1,0
"5420",5420,42,1,100,2.36,3.59,1,0
"5421",5421,115,1,100,3.11,3.16,1,0
"5422",5422,96,1,100,4.37,3.26,1,0
"5423",5423,27,1,100,3.7,3.09,1,1
"5424",5424,94,1,101,3,3.07,10,1
"5425",5425,8,1,101,2.43,2.91,6,1
"5426",5426,109,1,101,2.67,3.15,6,0
"5427",5427,84,1,101,1.91,3.05,5,0
"5428",5428,90,1,101,3.15,2.93,4,0
"5429",5429,119,1,101,1.85,2.94,5,0
"5430",5430,72,1,101,3.13,3.1,4,0
"5431",5431,170,1,101,2.49,3.12,4,0
"5432",5432,90,1,101,3.18,3.76,4,1
"5433",5433,77,1,101,3.35,3.41,3,0
"5434",5434,146,1,101,4.04,3.4,4,0
"5435",5435,104,1,101,4.35,3.39,3,1
"5436",5436,14,1,101,3.43,3.08,3,1
"5437",5437,61,1,101,2.27,3.11,3,0
"5438",5438,177,1,101,2.86,2.9,3,0
"5439",5439,125,1,101,2.75,3.69,3,0
"5440",5440,16,1,101,2.31,2.87,4,0
"5441",5441,73,1,101,4.53,3.87,3,1
"5442",5442,109,1,101,1.87,3.14,4,0
"5443",5443,165,1,101,2.49,3.23,2,0
"5444",5444,286,1,101,2.05,2.91,3,1
"5445",5445,33,1,101,2.74,3.48,3,0
"5446",5446,54,1,101,4.26,3.6,2,0
"5447",5447,43,1,101,3.36,3.36,2,1
"5448",5448,13,1,101,3.77,3.14,2,0
"5449",5449,11,1,101,3.05,3.19,3,1
"5450",5450,71,1,101,2.36,3.62,2,0
"5451",5451,119,1,101,2.52,2.87,3,0
"5452",5452,62,1,101,2.93,3.4,2,1
"5453",5453,63,1,101,2.05,3.32,3,0
"5454",5454,59,1,101,3.49,3.76,2,1
"5455",5455,13,1,101,1.64,3.09,3,1
"5456",5456,10,1,101,2.52,3.53,2,0
"5457",5457,100,1,101,1.03,3.47,2,0
"5458",5458,4,1,101,4.23,3.2,1,0
"5459",5459,160,1,101,3.11,3.05,2,1
"5460",5460,51,1,101,2.75,3.39,2,1
"5461",5461,16,1,101,2.48,2.95,2,0
"5462",5462,121,1,101,1.6,3.27,1,0
"5463",5463,98,1,101,2.68,2.86,2,0
"5464",5464,215,1,101,2.63,2.89,1,0
"5465",5465,155,1,101,2.26,3.27,1,0
"5466",5466,124,1,101,3.43,3.01,2,0
"5467",5467,174,1,101,3.21,4.33,1,0
"5468",5468,129,1,101,5.07,3.26,2,0
"5469",5469,37,1,101,3.07,3.81,1,1
"5470",5470,184,1,101,4.17,3.23,2,0
"5471",5471,102,1,101,2.22,3.77,2,0
"5472",5472,51,1,101,1.79,3.11,3,0
"5473",5473,187,1,101,1.87,2.72,3,0
"5474",5474,221,1,101,1.72,3.18,2,0
"5475",5475,55,1,101,2.61,3.23,1,0
"5476",5476,208,1,101,1.81,3.49,2,1
"5477",5477,46,1,101,0.84,3.17,1,0
"5478",5478,59,1,101,2.88,3.38,2,0
"5479",5479,79,1,101,2.82,3.33,1,0
"5480",5480,89,1,101,2.72,3.79,2,1
"5481",5481,53,1,101,2.14,3.22,1,1
"5482",5482,110,1,101,2.14,3.22,1,0
"5483",5483,76,1,101,2.89,3.14,2,0
"5484",5484,66,1,101,2.02,3.86,1,1
"5485",5485,100,1,101,1.58,3.24,1,1
"5486",5486,69,1,101,2.71,3.21,1,0
"5487",5487,52,1,101,2.83,3.88,2,1
"5488",5488,73,1,101,2.9,3.27,1,0
"5489",5489,60,1,101,2.11,3.36,1,1
"5490",5490,78,1,101,2.83,3.05,1,1
"5491",5491,28,1,101,2.93,3.49,1,0
"5492",5492,17,1,101,3.04,2.96,1,1
"5493",5493,91,1,101,2.19,3.25,1,0
"5494",5494,64,1,101,1.86,3.04,2,1
"5495",5495,95,1,101,1.54,3.01,1,1
"5496",5496,119,1,101,2.62,2.94,1,0
"5497",5497,104,1,101,3.46,2.71,1,0
"5498",5498,44,1,101,1.56,3.54,1,0
"5499",5499,20,1,101,1.91,3.14,1,1
"5500",5500,57,1,101,2.55,3.66,1,1
"5501",5501,31,1,101,2.47,3.59,1,0
"5502",5502,47,1,101,2.47,3.62,1,0
"5503",5503,168,1,101,2.57,3.65,1,1
"5504",5504,124,1,101,2.21,3.51,1,0
"5505",5505,46,1,101,3,3.62,1,0
"5506",5506,60,1,101,1.89,3.3,1,0
"5507",5507,64,1,101,2.25,2.97,1,1
"5508",5508,119,1,101,1.81,3.04,1,0
"5509",5509,89,1,101,1.67,3,1,0
"5510",5510,101,1,101,1.26,3.24,1,1
"5511",5511,177,1,102,2.72,2.79,9,0
"5512",5512,121,1,102,2.07,2.88,10,1
"5513",5513,137,1,102,1.42,3.26,6,1
"5514",5514,308,0,102,3.57,3.18,7,0
"5515",5515,129,1,102,3.13,2.98,9,0
"5516",5516,173,1,102,1.76,3.83,8,1
"5517",5517,29,1,102,3.39,2.85,8,0
"5518",5518,48,1,102,1.98,3.59,6,0
"5519",5519,63,1,102,1.87,3.04,5,0
"5520",5520,73,1,102,2.26,2.93,6,0
"5521",5521,189,1,102,3.01,4.38,7,0
"5522",5522,122,1,102,2.62,3,6,1
"5523",5523,40,1,102,3.82,4.03,6,0
"5524",5524,27,1,102,1.68,3.4,6,1
"5525",5525,165,1,102,1.83,3.28,5,1
"5526",5526,91,1,102,4.24,2.53,6,0
"5527",5527,71,1,102,2.81,3.09,5,1
"5528",5528,134,1,102,2.26,3.13,5,0
"5529",5529,109,1,102,2.96,3.04,6,1
"5530",5530,113,1,102,2.41,4.09,5,0
"5531",5531,326,0,102,3.07,2.67,5,0
"5532",5532,122,1,102,1.82,3.22,5,1
"5533",5533,15,1,102,2.13,3.1,5,0
"5534",5534,119,1,102,2.13,3.1,5,0
"5535",5535,86,1,102,2.24,3.53,4,0
"5536",5536,121,1,102,3.28,2.84,5,1
"5537",5537,181,1,102,2.81,2.97,4,1
"5538",5538,204,1,102,3.84,3.49,5,1
"5539",5539,36,1,102,2.25,3.49,5,0
"5540",5540,234,1,102,3.22,2.85,4,1
"5541",5541,60,1,102,1.86,3.39,4,0
"5542",5542,209,1,102,1.21,2.93,3,0
"5543",5543,149,1,102,1.37,2.82,3,1
"5544",5544,31,1,102,2.31,3.34,4,0
"5545",5545,155,1,102,2.16,3.22,4,0
"5546",5546,86,1,102,2.16,3.22,4,0
"5547",5547,84,1,102,2.65,3.17,4,0
"5548",5548,27,1,102,3.61,3.64,3,0
"5549",5549,48,1,102,3.17,3.31,4,1
"5550",5550,122,1,102,2.62,3.07,7,1
"5551",5551,50,1,102,1.61,2.98,6,0
"5552",5552,164,1,102,2.37,3.01,3,1
"5553",5553,91,1,102,2.67,3.01,3,1
"5554",5554,107,1,102,2.67,3.01,3,1
"5555",5555,179,1,102,3.29,3.01,4,0
"5556",5556,246,1,102,1.36,4.04,3,0
"5557",5557,161,1,102,1.92,2.96,3,0
"5558",5558,95,1,102,1.27,3.71,4,1
"5559",5559,74,1,102,2.21,3.12,3,0
"5560",5560,173,1,102,3.13,3.32,4,0
"5561",5561,164,1,102,2.48,3.42,3,0
"5562",5562,78,1,102,2.8,3.25,4,1
"5563",5563,90,1,102,2.36,2.67,3,0
"5564",5564,219,1,102,2.66,3.1,3,1
"5565",5565,30,1,102,3.43,2.77,2,0
"5566",5566,222,1,102,2.08,2.86,2,1
"5567",5567,99,1,102,3.6,2.65,3,0
"5568",5568,100,1,102,3.6,2.65,3,1
"5569",5569,155,1,102,1.95,3.13,3,0
"5570",5570,251,1,102,1.71,3.44,2,1
"5571",5571,108,1,102,2.67,3.2,3,1
"5572",5572,129,1,102,0.96,2.94,2,0
"5573",5573,77,1,102,2.79,2.68,3,0
"5574",5574,159,1,102,3.3,3.07,3,1
"5575",5575,138,1,102,2.04,3.08,2,1
"5576",5576,95,1,102,2.71,3.24,3,0
"5577",5577,264,1,102,2.18,3.18,2,1
"5578",5578,196,1,102,2.18,3.18,2,0
"5579",5579,53,1,102,2.02,3.47,3,0
"5580",5580,313,0,102,2.56,3.04,3,0
"5581",5581,141,1,102,2.38,3.03,2,1
"5582",5582,216,1,102,0.89,3.82,3,1
"5583",5583,211,1,102,1.75,2.87,2,0
"5584",5584,156,1,102,2.09,3.93,2,1
"5585",5585,211,1,102,1.97,3.33,2,0
"5586",5586,159,1,102,1.39,3.32,3,1
"5587",5587,26,1,102,2.34,2.97,2,0
"5588",5588,78,1,102,2.81,2.93,3,0
"5589",5589,135,1,102,1.91,3.27,2,0
"5590",5590,112,1,102,2.93,3.08,1,1
"5591",5591,197,1,102,2.77,3.45,2,0
"5592",5592,45,1,102,2.7,3.54,2,0
"5593",5593,73,1,102,2.7,3.54,2,1
"5594",5594,89,1,102,1.55,4.6,3,0
"5595",5595,20,1,102,2.22,3.24,2,0
"5596",5596,142,1,102,1.7,3.54,2,1
"5597",5597,60,1,102,1.98,3.21,2,1
"5598",5598,159,1,102,1.75,3.09,1,0
"5599",5599,143,1,102,2.08,3.55,3,0
"5600",5600,320,0,102,1.73,3.45,2,1
"5601",5601,60,1,102,2.26,3.56,2,1
"5602",5602,219,1,102,2.39,3.31,3,0
"5603",5603,200,1,102,1.76,3.22,1,1
"5604",5604,98,1,102,2.99,2.99,1,1
"5605",5605,118,1,102,2.07,3.3,2,0
"5606",5606,137,1,102,2.3,3.55,2,1
"5607",5607,101,1,102,3.77,2.9,1,0
"5608",5608,150,1,102,2.36,3.06,1,0
"5609",5609,104,1,102,1.91,3.08,1,0
"5610",5610,161,1,102,1.76,3.06,1,0
"5611",5611,274,1,102,2.31,2.98,2,1
"5612",5612,62,1,102,1.91,3.38,1,1
"5613",5613,47,1,102,2.5,3,1,0
"5614",5614,222,1,102,2.34,3.32,1,0
"5615",5615,103,1,102,1.47,3.04,2,0
"5616",5616,61,1,102,2.7,3.42,1,0
"5617",5617,134,1,102,2.34,3.14,1,1
"5618",5618,103,1,102,2.25,3.28,1,1
"5619",5619,130,1,102,3.7,3.08,2,1
"5620",5620,161,1,102,2.32,3.44,1,0
"5621",5621,67,1,102,3.33,3.29,2,0
"5622",5622,110,1,102,2.69,3.73,2,1
"5623",5623,313,0,102,2.17,4.01,1,0
"5624",5624,84,1,102,2.79,3.13,1,1
"5625",5625,98,1,102,1.68,3.23,2,0
"5626",5626,132,1,102,2.67,3.1,1,1
"5627",5627,283,1,102,2.42,4.14,2,1
"5628",5628,39,1,102,2.65,3.28,1,0
"5629",5629,33,1,102,0.81,4.16,2,1
"5630",5630,82,1,102,2.09,3.13,1,1
"5631",5631,273,1,102,1.99,3.09,1,0
"5632",5632,268,1,102,2.43,3.21,1,0
"5633",5633,33,1,102,2.43,3.21,1,0
"5634",5634,168,1,102,1.68,3.8,1,1
"5635",5635,53,1,102,2.64,3.16,1,1
"5636",5636,97,1,102,2.71,3.15,1,1
"5637",5637,61,1,102,2.77,2.88,1,0
"5638",5638,71,1,102,2.24,3.09,1,0
"5639",5639,52,1,102,1.95,3.62,1,1
"5640",5640,140,1,102,2.55,2.84,2,0
"5641",5641,155,1,102,3.35,3.87,1,1
"5642",5642,54,1,102,1.42,2.95,1,0
"5643",5643,137,1,102,2.34,3.47,1,0
"5644",5644,249,1,102,2.81,3.73,1,1
"5645",5645,43,1,102,2.35,3.13,1,1
"5646",5646,86,1,102,2.63,3.09,1,0
"5647",5647,82,1,102,2.12,3.11,1,1
"5648",5648,203,1,102,1.34,3.18,1,1
"5649",5649,86,1,102,1.98,3.11,1,0
"5650",5650,88,1,102,1.55,3.32,1,0
"5651",5651,161,1,102,1.82,2.81,1,0
"5652",5652,107,1,102,2.61,3.03,1,1
"5653",5653,95,1,102,2.97,3.51,1,1
"5654",5654,64,1,102,1.9,3.83,1,1
"5655",5655,171,1,102,2.39,3.15,1,0
"5656",5656,39,1,102,1.33,3.43,1,0
"5657",5657,59,1,102,2.49,3.39,1,1
"5658",5658,124,1,102,2.81,3.15,1,1
"5659",5659,78,1,102,1.99,3.36,1,1
"5660",5660,204,1,102,1.9,2.82,1,1
"5661",5661,109,1,102,2.42,2.76,1,0
"5662",5662,47,1,102,0.87,3.74,1,0
"5663",5663,113,1,102,0.7,4.13,1,0
"5664",5664,273,1,102,2.04,2.97,1,1
"5665",5665,86,1,102,2.28,3.45,1,1
"5666",5666,97,1,102,2.13,3.33,1,1
"5667",5667,58,1,102,1.92,3.34,1,1
"5668",5668,57,1,102,2.72,3.18,1,0
"5669",5669,88,1,102,2.56,3.04,1,0
"5670",5670,319,1,102,2.21,2.96,1,1
"5671",5671,179,1,102,2.41,3.48,1,0
"5672",5672,185,1,102,2.35,3.01,1,0
"5673",5673,59,1,102,1.5,3.24,1,0
"5674",5674,204,1,102,1.5,3.24,1,0
"5675",5675,308,1,102,1.75,3.29,1,0
"5676",5676,154,1,102,2.27,3.3,1,1
"5677",5677,82,1,102,3.54,2.9,1,1
"5678",5678,228,1,102,2.22,3.15,1,0
"5679",5679,60,1,102,2.76,2.98,1,1
"5680",5680,35,1,102,1.28,3.27,1,0
"5681",5681,121,1,102,1.89,3.68,1,0
"5682",5682,68,1,102,3,3.17,1,0
"5683",5683,91,1,102,2.68,3.39,1,0
"5684",5684,232,1,102,2.17,2.79,1,1
"5685",5685,51,1,103,3.46,3.1,5,1
"5686",5686,97,1,103,3.68,3.47,4,0
"5687",5687,49,1,103,2.64,3.41,4,1
"5688",5688,219,1,103,3.05,3.42,3,1
"5689",5689,140,1,103,3.07,3.28,3,0
"5690",5690,171,1,103,3.36,2.86,3,1
"5691",5691,47,1,103,3.04,3.06,3,1
"5692",5692,79,1,103,3.37,2.77,2,1
"5693",5693,56,1,103,3.37,2.91,3,0
"5694",5694,115,1,103,3.31,3.34,2,1
"5695",5695,33,1,103,1.72,3.53,2,0
"5696",5696,78,1,103,3.21,3.14,3,0
"5697",5697,141,1,103,2.76,2.57,2,1
"5698",5698,56,1,103,2.22,4.06,3,0
"5699",5699,62,1,103,2.6,3.48,3,0
"5700",5700,106,1,103,2.79,2.87,2,1
"5701",5701,150,1,103,3.49,3.22,1,1
"5702",5702,90,1,103,2.56,3.16,2,1
"5703",5703,130,1,103,3.08,3.23,2,1
"5704",5704,77,1,103,3.23,3.31,1,1
"5705",5705,244,1,103,3.06,3.18,2,0
"5706",5706,312,0,103,3.49,3.36,1,1
"5707",5707,148,1,103,3.69,3.69,2,0
"5708",5708,179,1,103,2.11,3.58,1,0
"5709",5709,72,1,103,3.43,4.31,1,1
"5710",5710,106,1,103,2.61,3.51,2,1
"5711",5711,298,0,103,2.76,2.94,1,0
"5712",5712,124,1,103,2.54,3.47,2,0
"5713",5713,94,1,103,3.91,3.23,1,0
"5714",5714,45,1,103,3.06,2.88,1,0
"5715",5715,94,1,103,2.87,3.24,1,1
"5716",5716,188,1,103,3.09,2.87,3,0
"5717",5717,32,1,103,2.62,2.81,4,0
"5718",5718,162,1,103,2.3,3.24,1,1
"5719",5719,98,1,103,3.45,3.53,1,1
"5720",5720,157,1,104,2.25,2.75,8,0
"5721",5721,28,1,104,2.98,4.09,7,1
"5722",5722,104,1,104,1.76,3.5,7,1
"5723",5723,162,1,104,2.58,2.83,6,0
"5724",5724,31,1,104,1.83,3.4,5,0
"5725",5725,71,1,104,1.84,3.01,4,0
"5726",5726,30,1,104,3.04,2.86,4,1
"5727",5727,200,1,104,3.34,3.04,3,1
"5728",5728,19,1,104,2.57,2.84,5,0
"5729",5729,102,1,104,2.4,3.24,4,0
"5730",5730,29,1,104,2.55,3.19,4,0
"5731",5731,115,1,104,2.61,2.78,4,0
"5732",5732,64,1,104,0.95,3.35,3,0
"5733",5733,146,1,104,2.58,2.8,4,1
"5734",5734,196,1,104,3.69,3.09,3,0
"5735",5735,9,1,104,2.98,2.95,3,0
"5736",5736,56,1,104,3.33,3.01,3,1
"5737",5737,84,1,104,3.67,3.37,4,1
"5738",5738,33,1,104,2.96,3.22,4,1
"5739",5739,53,1,104,2.62,3.4,3,0
"5740",5740,47,1,104,2.36,3.31,3,0
"5741",5741,45,1,104,2.89,2.84,3,0
"5742",5742,48,1,104,2.17,2.55,2,1
"5743",5743,55,1,104,1.42,4.33,3,1
"5744",5744,72,1,104,1.65,2.87,2,1
"5745",5745,66,1,104,1.99,2.95,2,1
"5746",5746,114,1,104,3.56,2.93,2,1
"5747",5747,127,1,104,2.83,3.25,2,0
"5748",5748,63,1,104,2.43,3.07,2,0
"5749",5749,193,1,104,2.3,4.11,2,1
"5750",5750,106,1,104,3.06,2.78,1,0
"5751",5751,81,1,104,2.77,3.19,2,1
"5752",5752,117,1,104,1.92,3.7,1,0
"5753",5753,121,1,104,2.42,3.54,2,0
"5754",5754,117,1,104,3.24,3.29,1,1
"5755",5755,115,1,104,3.07,2.98,2,1
"5756",5756,60,1,104,3.09,3.12,1,1
"5757",5757,107,1,104,1.99,3.36,2,1
"5758",5758,108,1,104,2.88,2.89,1,0
"5759",5759,33,1,104,2.49,3.05,2,0
"5760",5760,73,1,104,2.02,3.03,2,1
"5761",5761,22,1,104,1.46,3.35,1,0
"5762",5762,103,1,104,2.24,3.09,2,1
"5763",5763,130,1,104,1.67,3.09,1,1
"5764",5764,79,1,104,1.39,2.95,1,0
"5765",5765,94,1,104,2.66,2.83,2,0
"5766",5766,117,1,104,2.63,2.93,1,1
"5767",5767,71,1,104,2.44,2.94,1,1
"5768",5768,34,1,104,2.1,3.04,1,1
"5769",5769,120,1,104,3.11,3.2,1,0
"5770",5770,128,1,104,3.27,3.07,2,1
"5771",5771,14,1,104,3.07,3.02,1,0
"5772",5772,60,1,104,1.89,3.41,1,0
"5773",5773,64,1,104,1.89,3.41,1,0
"5774",5774,188,1,104,1.8,3.03,1,1
"5775",5775,32,1,104,2.96,2.95,1,1
"5776",5776,14,1,104,2.23,3.2,1,0
"5777",5777,168,1,104,1.76,3.26,1,1
"5778",5778,20,1,104,2.09,3.06,1,0
"5779",5779,31,1,104,2.77,3.11,1,0
"5780",5780,29,1,104,1.26,3.24,1,1
"5781",5781,75,1,104,2,2.94,1,0
"5782",5782,124,1,104,2.63,3.01,1,0
"5783",5783,54,1,104,2.75,3.07,1,0
"5784",5784,105,1,104,3,3.43,1,1
"5785",5785,91,1,104,3,3.57,1,1
"5786",5786,126,1,104,2.12,3.17,1,1
"5787",5787,83,1,104,0.99,3.48,1,0
"5788",5788,32,1,104,1.2,3.47,1,1
"5789",5789,104,1,104,1.75,2.86,1,0
"5790",5790,95,1,104,1.65,3.41,1,0
"5791",5791,24,1,105,1.23,3.16,11,0
"5792",5792,26,1,105,3.08,3.22,7,1
"5793",5793,30,1,105,2.51,2.98,6,0
"5794",5794,62,1,105,2.87,3.32,7,1
"5795",5795,31,1,105,2.89,3.6,5,0
"5796",5796,63,1,105,2.74,3.54,5,1
"5797",5797,31,1,105,1.25,3.19,6,0
"5798",5798,85,1,105,2.6,2.97,5,0
"5799",5799,36,1,105,2.34,3.03,4,0
"5800",5800,111,1,105,1.93,3.32,4,1
"5801",5801,84,1,105,3.4,3.01,4,0
"5802",5802,163,1,105,2.83,2.85,4,0
"5803",5803,44,1,105,3.42,3.7,4,0
"5804",5804,99,1,105,3.67,2.9,4,0
"5805",5805,175,1,105,3.21,3.2,4,1
"5806",5806,31,1,105,2.28,3.16,5,1
"5807",5807,224,1,105,1.94,3.26,3,0
"5808",5808,43,1,105,3.67,2.84,4,0
"5809",5809,75,1,105,2.67,2.99,4,0
"5810",5810,164,1,105,2.54,3.25,3,1
"5811",5811,111,1,105,2.54,3.61,3,1
"5812",5812,36,1,105,1.9,2.88,4,0
"5813",5813,108,1,105,4.84,2.7,3,0
"5814",5814,121,1,105,3.11,3.15,3,0
"5815",5815,134,1,105,3.13,3.58,4,1
"5816",5816,273,1,105,2.6,2.85,3,0
"5817",5817,187,1,105,2.56,3.02,3,1
"5818",5818,60,1,105,2.32,3.21,2,0
"5819",5819,130,1,105,3.16,3.67,3,1
"5820",5820,122,1,105,2.52,3.22,3,1
"5821",5821,139,1,105,1.79,4.12,2,1
"5822",5822,31,1,105,1.97,3.41,3,1
