"Package","Item","Title","Rows","Cols","n_character","n_binary","n_factor","n_logical","n_numeric","CSV","Doc"
"HSAUR","meteo","Meteorological Measurements for 11 Years",11,6,0,0,1,0,5,"https://jemus42.github.io/Rdatasets/csv/HSAUR/meteo.csv","https://jemus42.github.io/Rdatasets/doc/HSAUR/meteo.html"
"HSAUR","orallesions","Oral Lesions in Rural India",24,3,0,0,2,0,1,"https://jemus42.github.io/Rdatasets/csv/HSAUR/orallesions.csv","https://jemus42.github.io/Rdatasets/doc/HSAUR/orallesions.html"
"HSAUR","phosphate","Phosphate Level Data",33,9,0,1,1,0,8,"https://jemus42.github.io/Rdatasets/csv/HSAUR/phosphate.csv","https://jemus42.github.io/Rdatasets/doc/HSAUR/phosphate.html"
"HSAUR","pistonrings","Piston Rings Failures",12,3,0,0,2,0,1,"https://jemus42.github.io/Rdatasets/csv/HSAUR/pistonrings.csv","https://jemus42.github.io/Rdatasets/doc/HSAUR/pistonrings.html"
"HSAUR","planets","Exoplanets Data",101,3,0,0,0,0,3,"https://jemus42.github.io/Rdatasets/csv/HSAUR/planets.csv","https://jemus42.github.io/Rdatasets/doc/HSAUR/planets.html"
"HSAUR","plasma","Blood Screening Data",32,3,0,1,1,0,2,"https://jemus42.github.io/Rdatasets/csv/HSAUR/plasma.csv","https://jemus42.github.io/Rdatasets/doc/HSAUR/plasma.html"
"HSAUR","polyps","Familial Andenomatous Polyposis",20,3,0,1,1,0,2,"https://jemus42.github.io/Rdatasets/csv/HSAUR/polyps.csv","https://jemus42.github.io/Rdatasets/doc/HSAUR/polyps.html"
"HSAUR","polyps3","Familial Andenomatous Polyposis",22,5,0,2,2,0,3,"https://jemus42.github.io/Rdatasets/csv/HSAUR/polyps3.csv","https://jemus42.github.io/Rdatasets/doc/HSAUR/polyps3.html"
"HSAUR","pottery","Romano-British Pottery Data",45,9,0,0,0,0,9,"https://jemus42.github.io/Rdatasets/csv/HSAUR/pottery.csv","https://jemus42.github.io/Rdatasets/doc/HSAUR/pottery.html"
"HSAUR","rearrests","Rearrests of Juvenile Felons",4,3,0,2,2,0,1,"https://jemus42.github.io/Rdatasets/csv/HSAUR/rearrests.csv","https://jemus42.github.io/Rdatasets/doc/HSAUR/rearrests.html"
"HSAUR","respiratory","Respiratory Illness Data",555,7,0,4,6,0,1,"https://jemus42.github.io/Rdatasets/csv/HSAUR/respiratory.csv","https://jemus42.github.io/Rdatasets/doc/HSAUR/respiratory.html"
"HSAUR","roomwidth","Students Estimates of Lecture Room Width",113,2,0,1,1,0,1,"https://jemus42.github.io/Rdatasets/csv/HSAUR/roomwidth.csv","https://jemus42.github.io/Rdatasets/doc/HSAUR/roomwidth.html"
"HSAUR","schizophrenia","Age of Onset of Schizophrenia Data",251,2,0,1,1,0,1,"https://jemus42.github.io/Rdatasets/csv/HSAUR/schizophrenia.csv","https://jemus42.github.io/Rdatasets/doc/HSAUR/schizophrenia.html"
"HSAUR","schizophrenia2","Schizophrenia Data",220,4,0,2,3,0,1,"https://jemus42.github.io/Rdatasets/csv/HSAUR/schizophrenia2.csv","https://jemus42.github.io/Rdatasets/doc/HSAUR/schizophrenia2.html"
"HSAUR","schooldays","Days not Spent at School",154,5,0,3,4,0,1,"https://jemus42.github.io/Rdatasets/csv/HSAUR/schooldays.csv","https://jemus42.github.io/Rdatasets/doc/HSAUR/schooldays.html"
"HSAUR","skulls","Egyptian Skulls",150,5,0,0,1,0,4,"https://jemus42.github.io/Rdatasets/csv/HSAUR/skulls.csv","https://jemus42.github.io/Rdatasets/doc/HSAUR/skulls.html"
"HSAUR","smoking","Nicotine Gum and Smoking Cessation",26,4,0,0,0,0,4,"https://jemus42.github.io/Rdatasets/csv/HSAUR/smoking.csv","https://jemus42.github.io/Rdatasets/doc/HSAUR/smoking.html"
"HSAUR","students","Student Risk Taking",35,3,0,0,1,0,2,"https://jemus42.github.io/Rdatasets/csv/HSAUR/students.csv","https://jemus42.github.io/Rdatasets/doc/HSAUR/students.html"
"HSAUR","suicides","Crowd Baiting Behaviour and Suicides",4,3,0,2,2,0,1,"https://jemus42.github.io/Rdatasets/csv/HSAUR/suicides.csv","https://jemus42.github.io/Rdatasets/doc/HSAUR/suicides.html"
"HSAUR","toothpaste","Toothpaste Data",9,7,0,0,0,0,7,"https://jemus42.github.io/Rdatasets/csv/HSAUR/toothpaste.csv","https://jemus42.github.io/Rdatasets/doc/HSAUR/toothpaste.html"
"HSAUR","voting","House of Representatives Voting Data",15,15,0,0,0,0,15,"https://jemus42.github.io/Rdatasets/csv/HSAUR/voting.csv","https://jemus42.github.io/Rdatasets/doc/HSAUR/voting.html"
"HSAUR","water","Mortality and Water Hardness",61,4,1,1,1,0,2,"https://jemus42.github.io/Rdatasets/csv/HSAUR/water.csv","https://jemus42.github.io/Rdatasets/doc/HSAUR/water.html"
"HSAUR","watervoles","Water Voles Data",14,14,0,0,0,0,14,"https://jemus42.github.io/Rdatasets/csv/HSAUR/watervoles.csv","https://jemus42.github.io/Rdatasets/doc/HSAUR/watervoles.html"
"HSAUR","waves","Electricity from Wave Power at Sea",18,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/HSAUR/waves.csv","https://jemus42.github.io/Rdatasets/doc/HSAUR/waves.html"
"HSAUR","weightgain","Gain in Weight of Rats",40,3,0,2,2,0,1,"https://jemus42.github.io/Rdatasets/csv/HSAUR/weightgain.csv","https://jemus42.github.io/Rdatasets/doc/HSAUR/weightgain.html"
"HSAUR","womensrole","Womens Role in Society",42,4,0,1,1,0,3,"https://jemus42.github.io/Rdatasets/csv/HSAUR/womensrole.csv","https://jemus42.github.io/Rdatasets/doc/HSAUR/womensrole.html"
"hwde","IndianIrish","Observed genotype frequencies at MN and S loci, for 2 populations",18,4,0,1,3,0,1,"https://jemus42.github.io/Rdatasets/csv/hwde/IndianIrish.csv","https://jemus42.github.io/Rdatasets/doc/hwde/IndianIrish.html"
"hwde","mendelABC","Mendel's F2 trifactorial data for seed shape (A: round or wrinkled), cotyledon color (B: albumen yellow or green), and seed coat color (C: grey-brown or white)",27,4,1,0,2,0,1,"https://jemus42.github.io/Rdatasets/csv/hwde/mendelABC.csv","https://jemus42.github.io/Rdatasets/doc/hwde/mendelABC.html"
"ISLR","Auto","Auto Data Set",392,9,0,0,1,0,8,"https://jemus42.github.io/Rdatasets/csv/ISLR/Auto.csv","https://jemus42.github.io/Rdatasets/doc/ISLR/Auto.html"
"ISLR","Caravan","The Insurance Company (TIC) Benchmark",5822,86,0,6,1,0,85,"https://jemus42.github.io/Rdatasets/csv/ISLR/Caravan.csv","https://jemus42.github.io/Rdatasets/doc/ISLR/Caravan.html"
"ISLR","Carseats","Sales of Child Car Seats",400,11,0,2,3,0,8,"https://jemus42.github.io/Rdatasets/csv/ISLR/Carseats.csv","https://jemus42.github.io/Rdatasets/doc/ISLR/Carseats.html"
"ISLR","College","U.S. News and World Report's College Data",777,18,0,1,1,0,17,"https://jemus42.github.io/Rdatasets/csv/ISLR/College.csv","https://jemus42.github.io/Rdatasets/doc/ISLR/College.html"
"ISLR","Credit","Credit Card Balance Data",400,12,0,3,4,0,8,"https://jemus42.github.io/Rdatasets/csv/ISLR/Credit.csv","https://jemus42.github.io/Rdatasets/doc/ISLR/Credit.html"
"ISLR","Default","Credit Card Default Data",10000,4,0,2,2,0,2,"https://jemus42.github.io/Rdatasets/csv/ISLR/Default.csv","https://jemus42.github.io/Rdatasets/doc/ISLR/Default.html"
"ISLR","Hitters","Baseball Data",322,20,0,3,3,0,17,"https://jemus42.github.io/Rdatasets/csv/ISLR/Hitters.csv","https://jemus42.github.io/Rdatasets/doc/ISLR/Hitters.html"
"ISLR","NCI60","NCI 60 Data",64,6831,1,0,0,0,6830,"https://jemus42.github.io/Rdatasets/csv/ISLR/NCI60.csv","https://jemus42.github.io/Rdatasets/doc/ISLR/NCI60.html"
"ISLR","OJ","Orange Juice Data",1070,18,0,4,2,0,16,"https://jemus42.github.io/Rdatasets/csv/ISLR/OJ.csv","https://jemus42.github.io/Rdatasets/doc/ISLR/OJ.html"
"ISLR","Portfolio","Portfolio Data",100,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/ISLR/Portfolio.csv","https://jemus42.github.io/Rdatasets/doc/ISLR/Portfolio.html"
"ISLR","Smarket","S&P Stock Market Data",1250,9,0,1,1,0,8,"https://jemus42.github.io/Rdatasets/csv/ISLR/Smarket.csv","https://jemus42.github.io/Rdatasets/doc/ISLR/Smarket.html"
"ISLR","Wage","Mid-Atlantic Wage Data",3000,11,0,3,7,0,4,"https://jemus42.github.io/Rdatasets/csv/ISLR/Wage.csv","https://jemus42.github.io/Rdatasets/doc/ISLR/Wage.html"
"ISLR","Weekly","Weekly S&P Stock Market Data",1089,9,0,1,1,0,8,"https://jemus42.github.io/Rdatasets/csv/ISLR/Weekly.csv","https://jemus42.github.io/Rdatasets/doc/ISLR/Weekly.html"
"JM","aids","Didanosine versus Zalcitabine in HIV Patients",1405,12,0,6,5,0,7,"https://jemus42.github.io/Rdatasets/csv/JM/aids.csv","https://jemus42.github.io/Rdatasets/doc/JM/aids.html"
"JM","aids.id","Didanosine versus Zalcitabine in HIV Patients",467,12,0,6,5,0,7,"https://jemus42.github.io/Rdatasets/csv/JM/aids.id.csv","https://jemus42.github.io/Rdatasets/doc/JM/aids.id.html"
"JM","pbc2","Mayo Clinic Primary Biliary Cirrhosis Data",1945,20,0,6,8,0,12,"https://jemus42.github.io/Rdatasets/csv/JM/pbc2.csv","https://jemus42.github.io/Rdatasets/doc/JM/pbc2.html"
"JM","pbc2.id","Mayo Clinic Primary Biliary Cirrhosis Data",312,20,0,6,8,0,12,"https://jemus42.github.io/Rdatasets/csv/JM/pbc2.id.csv","https://jemus42.github.io/Rdatasets/doc/JM/pbc2.id.html"
"JM","prothro","Prednisone versus Placebo in Liver Cirrhosis Patients",2968,9,0,3,1,0,8,"https://jemus42.github.io/Rdatasets/csv/JM/prothro.csv","https://jemus42.github.io/Rdatasets/doc/JM/prothro.html"
"JM","prothros","Prednisone versus Placebo in Liver Cirrhosis Patients",488,4,0,2,1,0,3,"https://jemus42.github.io/Rdatasets/csv/JM/prothros.csv","https://jemus42.github.io/Rdatasets/doc/JM/prothros.html"
"joineR","aids","AIDS drug trial data",1405,9,0,5,4,0,5,"https://jemus42.github.io/Rdatasets/csv/joineR/aids.csv","https://jemus42.github.io/Rdatasets/doc/joineR/aids.html"
"joineR","epileptic","Dose calibration of anti-epileptic drugs data",2797,12,0,6,3,0,9,"https://jemus42.github.io/Rdatasets/csv/joineR/epileptic.csv","https://jemus42.github.io/Rdatasets/doc/joineR/epileptic.html"
"joineR","heart.valve","Aortic valve replacement surgery data",988,25,0,9,1,0,24,"https://jemus42.github.io/Rdatasets/csv/joineR/heart.valve.csv","https://jemus42.github.io/Rdatasets/doc/joineR/heart.valve.html"
"joineR","liver","Liver cirrhosis drug trial data",2969,6,0,2,0,0,6,"https://jemus42.github.io/Rdatasets/csv/joineR/liver.csv","https://jemus42.github.io/Rdatasets/doc/joineR/liver.html"
"joineR","mental","Mental health trial data",150,11,0,1,0,0,11,"https://jemus42.github.io/Rdatasets/csv/joineR/mental.csv","https://jemus42.github.io/Rdatasets/doc/joineR/mental.html"
"kmi","icu.pneu","Hospital acquired penumonia in ICU",1421,9,0,4,2,0,7,"https://jemus42.github.io/Rdatasets/csv/kmi/icu.pneu.csv","https://jemus42.github.io/Rdatasets/doc/kmi/icu.pneu.html"
"KMsurv","aids","data from Section 1.19",295,3,0,1,0,0,3,"https://jemus42.github.io/Rdatasets/csv/KMsurv/aids.csv","https://jemus42.github.io/Rdatasets/doc/KMsurv/aids.html"
"KMsurv","alloauto","data from Section 1.9",101,3,0,2,0,0,3,"https://jemus42.github.io/Rdatasets/csv/KMsurv/alloauto.csv","https://jemus42.github.io/Rdatasets/doc/KMsurv/alloauto.html"
"KMsurv","allograft","data from Exercise 13.1, p418",34,4,0,2,0,0,4,"https://jemus42.github.io/Rdatasets/csv/KMsurv/allograft.csv","https://jemus42.github.io/Rdatasets/doc/KMsurv/allograft.html"
"KMsurv","azt","data from Exercise 4.7, p122",45,4,0,1,0,0,4,"https://jemus42.github.io/Rdatasets/csv/KMsurv/azt.csv","https://jemus42.github.io/Rdatasets/doc/KMsurv/azt.html"
"KMsurv","baboon","data from Exercise 5.8, p147",152,3,0,1,1,0,2,"https://jemus42.github.io/Rdatasets/csv/KMsurv/baboon.csv","https://jemus42.github.io/Rdatasets/doc/KMsurv/baboon.html"
"KMsurv","bcdeter","data from Section 1.18",95,3,0,1,0,0,3,"https://jemus42.github.io/Rdatasets/csv/KMsurv/bcdeter.csv","https://jemus42.github.io/Rdatasets/doc/KMsurv/bcdeter.html"
"KMsurv","bfeed","data from Section 1.14",927,10,0,5,0,0,10,"https://jemus42.github.io/Rdatasets/csv/KMsurv/bfeed.csv","https://jemus42.github.io/Rdatasets/doc/KMsurv/bfeed.html"
"KMsurv","bmt","data from Section 1.3",137,22,0,12,0,0,22,"https://jemus42.github.io/Rdatasets/csv/KMsurv/bmt.csv","https://jemus42.github.io/Rdatasets/doc/KMsurv/bmt.html"
"KMsurv","bnct","data from Exercise 7.7, p223",30,3,0,1,0,0,3,"https://jemus42.github.io/Rdatasets/csv/KMsurv/bnct.csv","https://jemus42.github.io/Rdatasets/doc/KMsurv/bnct.html"
"KMsurv","btrial","data from Section 1.5",45,3,0,2,0,0,3,"https://jemus42.github.io/Rdatasets/csv/KMsurv/btrial.csv","https://jemus42.github.io/Rdatasets/doc/KMsurv/btrial.html"
"KMsurv","burn","data from Section 1.6",154,18,0,12,0,0,18,"https://jemus42.github.io/Rdatasets/csv/KMsurv/burn.csv","https://jemus42.github.io/Rdatasets/doc/KMsurv/burn.html"
"KMsurv","channing","data from Section 1.16",462,6,0,2,0,0,6,"https://jemus42.github.io/Rdatasets/csv/KMsurv/channing.csv","https://jemus42.github.io/Rdatasets/doc/KMsurv/channing.html"
"KMsurv","drug6mp","data from Section 1.2",21,5,0,2,0,0,5,"https://jemus42.github.io/Rdatasets/csv/KMsurv/drug6mp.csv","https://jemus42.github.io/Rdatasets/doc/KMsurv/drug6mp.html"
"KMsurv","drughiv","data from Exercise 7.6, p222",34,3,0,2,0,0,3,"https://jemus42.github.io/Rdatasets/csv/KMsurv/drughiv.csv","https://jemus42.github.io/Rdatasets/doc/KMsurv/drughiv.html"
"KMsurv","hodg","data from Section 1.10",43,6,0,3,0,0,6,"https://jemus42.github.io/Rdatasets/csv/KMsurv/hodg.csv","https://jemus42.github.io/Rdatasets/doc/KMsurv/hodg.html"
"KMsurv","kidney","data from Section 1.4",119,3,0,2,0,0,3,"https://jemus42.github.io/Rdatasets/csv/KMsurv/kidney.csv","https://jemus42.github.io/Rdatasets/doc/KMsurv/kidney.html"
"KMsurv","kidrecurr","Data on 38 individuals using a kidney dialysis machine",38,10,0,6,0,0,10,"https://jemus42.github.io/Rdatasets/csv/KMsurv/kidrecurr.csv","https://jemus42.github.io/Rdatasets/doc/KMsurv/kidrecurr.html"
"KMsurv","kidtran","data from Section 1.7",863,6,0,3,0,0,6,"https://jemus42.github.io/Rdatasets/csv/KMsurv/kidtran.csv","https://jemus42.github.io/Rdatasets/doc/KMsurv/kidtran.html"
"KMsurv","larynx","data from Section 1.8",90,5,0,1,0,0,5,"https://jemus42.github.io/Rdatasets/csv/KMsurv/larynx.csv","https://jemus42.github.io/Rdatasets/doc/KMsurv/larynx.html"
"KMsurv","lung","data from Exercise 4.4, p120",25,4,0,1,0,0,4,"https://jemus42.github.io/Rdatasets/csv/KMsurv/lung.csv","https://jemus42.github.io/Rdatasets/doc/KMsurv/lung.html"
"KMsurv","pneumon","data from Section 1.13",3470,15,0,4,0,0,15,"https://jemus42.github.io/Rdatasets/csv/KMsurv/pneumon.csv","https://jemus42.github.io/Rdatasets/doc/KMsurv/pneumon.html"
"KMsurv","psych","data from Section 1.15",26,4,0,2,0,0,4,"https://jemus42.github.io/Rdatasets/csv/KMsurv/psych.csv","https://jemus42.github.io/Rdatasets/doc/KMsurv/psych.html"
"KMsurv","rats","data from Exercise 7.13, p225",150,4,0,2,0,0,4,"https://jemus42.github.io/Rdatasets/csv/KMsurv/rats.csv","https://jemus42.github.io/Rdatasets/doc/KMsurv/rats.html"
"KMsurv","std","data from Section 1.12",877,24,0,16,2,0,22,"https://jemus42.github.io/Rdatasets/csv/KMsurv/std.csv","https://jemus42.github.io/Rdatasets/doc/KMsurv/std.html"
"KMsurv","stddiag","data from Exercise 5.6, p146",25,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/KMsurv/stddiag.csv","https://jemus42.github.io/Rdatasets/doc/KMsurv/stddiag.html"
"KMsurv","tongue","data from Section 1.11",80,3,0,2,0,0,3,"https://jemus42.github.io/Rdatasets/csv/KMsurv/tongue.csv","https://jemus42.github.io/Rdatasets/doc/KMsurv/tongue.html"
"KMsurv","twins","data from Exercise 7.14, p225",24,4,0,2,0,0,4,"https://jemus42.github.io/Rdatasets/csv/KMsurv/twins.csv","https://jemus42.github.io/Rdatasets/doc/KMsurv/twins.html"
"lattice","barley","Yield data from a Minnesota barley trial",120,4,0,1,3,0,1,"https://jemus42.github.io/Rdatasets/csv/lattice/barley.csv","https://jemus42.github.io/Rdatasets/doc/lattice/barley.html"
"lattice","environmental","Atmospheric environmental conditions in New York City",111,4,0,0,0,0,4,"https://jemus42.github.io/Rdatasets/csv/lattice/environmental.csv","https://jemus42.github.io/Rdatasets/doc/lattice/environmental.html"
"lattice","ethanol","Engine exhaust fumes from burning ethanol",88,3,0,0,0,0,3,"https://jemus42.github.io/Rdatasets/csv/lattice/ethanol.csv","https://jemus42.github.io/Rdatasets/doc/lattice/ethanol.html"
"lattice","melanoma","Melanoma skin cancer incidence",37,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/lattice/melanoma.csv","https://jemus42.github.io/Rdatasets/doc/lattice/melanoma.html"
"lattice","singer","Heights of New York Choral Society singers",235,2,0,0,1,0,1,"https://jemus42.github.io/Rdatasets/csv/lattice/singer.csv","https://jemus42.github.io/Rdatasets/doc/lattice/singer.html"
"lattice","USMortality","Mortality Rates in US by Cause and Gender",40,5,0,2,3,0,2,"https://jemus42.github.io/Rdatasets/csv/lattice/USMortality.csv","https://jemus42.github.io/Rdatasets/doc/lattice/USMortality.html"
"lattice","USRegionalMortality","Mortality Rates in US by Cause and Gender",400,6,0,2,4,0,2,"https://jemus42.github.io/Rdatasets/csv/lattice/USRegionalMortality.csv","https://jemus42.github.io/Rdatasets/doc/lattice/USRegionalMortality.html"
"lme4","Arabidopsis","Arabidopsis clipping/fertilization data",625,8,0,3,4,0,4,"https://jemus42.github.io/Rdatasets/csv/lme4/Arabidopsis.csv","https://jemus42.github.io/Rdatasets/doc/lme4/Arabidopsis.html"
"lme4","cake","Breakage Angle of Chocolate Cakes",270,5,0,0,3,0,2,"https://jemus42.github.io/Rdatasets/csv/lme4/cake.csv","https://jemus42.github.io/Rdatasets/doc/lme4/cake.html"
"lme4","cbpp","Contagious bovine pleuropneumonia",56,4,0,0,2,0,2,"https://jemus42.github.io/Rdatasets/csv/lme4/cbpp.csv","https://jemus42.github.io/Rdatasets/doc/lme4/cbpp.html"
"lme4","Dyestuff","Yield of dyestuff by batch",30,2,0,0,1,0,1,"https://jemus42.github.io/Rdatasets/csv/lme4/Dyestuff.csv","https://jemus42.github.io/Rdatasets/doc/lme4/Dyestuff.html"
"lme4","Dyestuff2","Yield of dyestuff by batch",30,2,0,0,1,0,1,"https://jemus42.github.io/Rdatasets/csv/lme4/Dyestuff2.csv","https://jemus42.github.io/Rdatasets/doc/lme4/Dyestuff2.html"
"lme4","grouseticks","Data on red grouse ticks from Elston et al. 2001",403,7,0,0,4,0,3,"https://jemus42.github.io/Rdatasets/csv/lme4/grouseticks.csv","https://jemus42.github.io/Rdatasets/doc/lme4/grouseticks.html"
"lme4","InstEval","University Lecture/Instructor Evaluations by Students at ETH",73421,7,0,1,6,0,1,"https://jemus42.github.io/Rdatasets/csv/lme4/InstEval.csv","https://jemus42.github.io/Rdatasets/doc/lme4/InstEval.html"
"lme4","Pastes","Paste strength by batch and cask",60,4,0,0,3,0,1,"https://jemus42.github.io/Rdatasets/csv/lme4/Pastes.csv","https://jemus42.github.io/Rdatasets/doc/lme4/Pastes.html"
"lme4","Penicillin","Variation in penicillin testing",144,3,0,0,2,0,1,"https://jemus42.github.io/Rdatasets/csv/lme4/Penicillin.csv","https://jemus42.github.io/Rdatasets/doc/lme4/Penicillin.html"
"lme4","sleepstudy","Reaction times in a sleep deprivation study",180,3,0,0,1,0,2,"https://jemus42.github.io/Rdatasets/csv/lme4/sleepstudy.csv","https://jemus42.github.io/Rdatasets/doc/lme4/sleepstudy.html"
"lme4","VerbAgg","Verbal Aggression item responses",7584,9,0,4,8,0,1,"https://jemus42.github.io/Rdatasets/csv/lme4/VerbAgg.csv","https://jemus42.github.io/Rdatasets/doc/lme4/VerbAgg.html"
"lmec","UTIdata","Data set for Unstructured Treatment Interruption Study",373,5,0,0,1,0,4,"https://jemus42.github.io/Rdatasets/csv/lmec/UTIdata.csv","https://jemus42.github.io/Rdatasets/doc/lmec/UTIdata.html"
"locfit","ais","Australian Institute of Sport Dataset",202,13,0,1,2,0,11,"https://jemus42.github.io/Rdatasets/csv/locfit/ais.csv","https://jemus42.github.io/Rdatasets/doc/locfit/ais.html"
"locfit","bad","Example dataset for bandwidth selection",100,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/locfit/bad.csv","https://jemus42.github.io/Rdatasets/doc/locfit/bad.html"
"locfit","border","Cricket Batting Dataset",265,3,0,1,0,0,3,"https://jemus42.github.io/Rdatasets/csv/locfit/border.csv","https://jemus42.github.io/Rdatasets/doc/locfit/border.html"
"locfit","chemdiab","Chemical Diabetes Dataset",145,6,0,0,1,0,5,"https://jemus42.github.io/Rdatasets/csv/locfit/chemdiab.csv","https://jemus42.github.io/Rdatasets/doc/locfit/chemdiab.html"
"locfit","claw54","Claw Dataset",54,1,0,0,0,0,1,"https://jemus42.github.io/Rdatasets/csv/locfit/claw54.csv","https://jemus42.github.io/Rdatasets/doc/locfit/claw54.html"
"locfit","cldem","Example data set for classification",100,2,0,1,0,1,1,"https://jemus42.github.io/Rdatasets/csv/locfit/cldem.csv","https://jemus42.github.io/Rdatasets/doc/locfit/cldem.html"
"locfit","cltest","Test dataset for classification",200,3,0,1,0,0,3,"https://jemus42.github.io/Rdatasets/csv/locfit/cltest.csv","https://jemus42.github.io/Rdatasets/doc/locfit/cltest.html"
"locfit","cltrain","Training dataset for classification",200,3,0,1,0,0,3,"https://jemus42.github.io/Rdatasets/csv/locfit/cltrain.csv","https://jemus42.github.io/Rdatasets/doc/locfit/cltrain.html"
"locfit","co2","Carbon Dioxide Dataset",384,3,0,0,0,0,3,"https://jemus42.github.io/Rdatasets/csv/locfit/co2.csv","https://jemus42.github.io/Rdatasets/doc/locfit/co2.html"
"locfit","diab","Exhaust emissions",43,3,0,0,0,0,3,"https://jemus42.github.io/Rdatasets/csv/locfit/diab.csv","https://jemus42.github.io/Rdatasets/doc/locfit/diab.html"
"locfit","ethanol","Exhaust emissions",88,3,0,0,0,0,3,"https://jemus42.github.io/Rdatasets/csv/locfit/ethanol.csv","https://jemus42.github.io/Rdatasets/doc/locfit/ethanol.html"
"locfit","geyser","Old Faithful Geyser Dataset",107,1,0,0,0,0,1,"https://jemus42.github.io/Rdatasets/csv/locfit/geyser.csv","https://jemus42.github.io/Rdatasets/doc/locfit/geyser.html"
"locfit","geyser.round","Discrete Old Faithful Geyser Dataset",99,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/locfit/geyser.round.csv","https://jemus42.github.io/Rdatasets/doc/locfit/geyser.round.html"
"locfit","heart","Survival Times of Heart Transplant Recipients",184,3,0,1,0,0,3,"https://jemus42.github.io/Rdatasets/csv/locfit/heart.csv","https://jemus42.github.io/Rdatasets/doc/locfit/heart.html"
"locfit","insect","Insect Dataset",5,3,0,0,0,0,3,"https://jemus42.github.io/Rdatasets/csv/locfit/insect.csv","https://jemus42.github.io/Rdatasets/doc/locfit/insect.html"
"locfit","iris","Fisher's Iris Data (subset)",100,5,0,1,1,0,4,"https://jemus42.github.io/Rdatasets/csv/locfit/iris.csv","https://jemus42.github.io/Rdatasets/doc/locfit/iris.html"
"locfit","kangaroo","Kangaroo skull measurements dataset",101,20,0,1,2,0,18,"https://jemus42.github.io/Rdatasets/csv/locfit/kangaroo.csv","https://jemus42.github.io/Rdatasets/doc/locfit/kangaroo.html"
"locfit","livmet","liver Metastases dataset",622,11,0,6,0,0,11,"https://jemus42.github.io/Rdatasets/csv/locfit/livmet.csv","https://jemus42.github.io/Rdatasets/doc/locfit/livmet.html"
"locfit","mcyc","Acc(De?)celeration of a Motorcycle Hitting a Wall",133,3,0,0,0,0,3,"https://jemus42.github.io/Rdatasets/csv/locfit/mcyc.csv","https://jemus42.github.io/Rdatasets/doc/locfit/mcyc.html"
"locfit","mine","Fracture Counts in Coal Mines",44,5,0,0,0,0,5,"https://jemus42.github.io/Rdatasets/csv/locfit/mine.csv","https://jemus42.github.io/Rdatasets/doc/locfit/mine.html"
"locfit","mmsamp","Test dataset for minimax Local Regression",50,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/locfit/mmsamp.csv","https://jemus42.github.io/Rdatasets/doc/locfit/mmsamp.html"
"locfit","morths","Henderson and Sheppard Mortality Dataset",45,3,0,0,0,0,3,"https://jemus42.github.io/Rdatasets/csv/locfit/morths.csv","https://jemus42.github.io/Rdatasets/doc/locfit/morths.html"
"locfit","penny","Penny Thickness Dataset",90,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/locfit/penny.csv","https://jemus42.github.io/Rdatasets/doc/locfit/penny.html"
"locfit","spencer","Spencer's Mortality Dataset",26,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/locfit/spencer.csv","https://jemus42.github.io/Rdatasets/doc/locfit/spencer.html"
"locfit","stamp","Stamp Thickness Dataset",76,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/locfit/stamp.csv","https://jemus42.github.io/Rdatasets/doc/locfit/stamp.html"
"locfit","trimod","Generated sample from a bivariate trimodal normal mixture",225,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/locfit/trimod.csv","https://jemus42.github.io/Rdatasets/doc/locfit/trimod.html"
"MASS","abbey","Determinations of Nickel Content",31,1,0,0,0,0,1,"https://jemus42.github.io/Rdatasets/csv/MASS/abbey.csv","https://jemus42.github.io/Rdatasets/doc/MASS/abbey.html"
"MASS","accdeaths","Accidental Deaths in the US 1973-1978",72,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/MASS/accdeaths.csv","https://jemus42.github.io/Rdatasets/doc/MASS/accdeaths.html"
"MASS","Aids2","Australian AIDS Survival Data",2843,7,0,2,4,0,3,"https://jemus42.github.io/Rdatasets/csv/MASS/Aids2.csv","https://jemus42.github.io/Rdatasets/doc/MASS/Aids2.html"
"MASS","Animals","Brain and Body Weights for 28 Species",28,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/MASS/Animals.csv","https://jemus42.github.io/Rdatasets/doc/MASS/Animals.html"
"MASS","anorexia","Anorexia Data on Weight Change",72,3,0,0,1,0,2,"https://jemus42.github.io/Rdatasets/csv/MASS/anorexia.csv","https://jemus42.github.io/Rdatasets/doc/MASS/anorexia.html"
"MASS","bacteria","Presence of Bacteria after Drug Treatments",220,6,0,3,5,0,1,"https://jemus42.github.io/Rdatasets/csv/MASS/bacteria.csv","https://jemus42.github.io/Rdatasets/doc/MASS/bacteria.html"
