"","age","sex","year","deaths","id"
"186.1997",92,"women",1997,1399,186
"185.1997",92,"men",1997,636,185
"188.1997",93,"women",1997,1298,188
"187.1997",93,"men",1997,505,187
"190.1997",94,"women",1997,940,190
"189.1997",94,"men",1997,380,189
"192.1997",95,"women",1997,775,192
"191.1997",95,"men",1997,275,191
"194.1997",96,"women",1997,640,194
"193.1997",96,"men",1997,198,193
"196.1997",97,"women",1997,443,196
"195.1997",97,"men",1997,156,195
"198.1997",98,"women",1997,307,198
"197.1997",98,"men",1997,72,197
"200.1997",99,"women",1997,227,200
"199.1997",99,"men",1997,60,199
"202.1997",100,"women",1997,317,202
"201.1997",100,"men",1997,78,201
"2.1998",0,"women",1998,130,2
"1.1998",0,"men",1998,186,1
"4.1998",1,"women",1998,11,4
"3.1998",1,"men",1998,18,3
"6.1998",2,"women",1998,5,6
"5.1998",2,"men",1998,14,5
"8.1998",3,"women",1998,6,8
"7.1998",3,"men",1998,9,7
"10.1998",4,"women",1998,5,10
"9.1998",4,"men",1998,8,9
"12.1998",5,"women",1998,7,12
"11.1998",5,"men",1998,8,11
"14.1998",6,"women",1998,2,14
"13.1998",6,"men",1998,9,13
"16.1998",7,"women",1998,3,16
"15.1998",7,"men",1998,7,15
"18.1998",8,"women",1998,10,18
"17.1998",8,"men",1998,10,17
"20.1998",9,"women",1998,3,20
"19.1998",9,"men",1998,14,19
"22.1998",10,"women",1998,4,22
"21.1998",10,"men",1998,10,21
"24.1998",11,"women",1998,7,24
"23.1998",11,"men",1998,5,23
"26.1998",12,"women",1998,11,26
"25.1998",12,"men",1998,9,25
"28.1998",13,"women",1998,4,28
"27.1998",13,"men",1998,8,27
"30.1998",14,"women",1998,13,30
"29.1998",14,"men",1998,7,29
"32.1998",15,"women",1998,15,32
"31.1998",15,"men",1998,22,31
"34.1998",16,"women",1998,14,34
"33.1998",16,"men",1998,25,33
"36.1998",17,"women",1998,14,36
"35.1998",17,"men",1998,30,35
"38.1998",18,"women",1998,12,38
"37.1998",18,"men",1998,36,37
"40.1998",19,"women",1998,9,40
"39.1998",19,"men",1998,26,39
"42.1998",20,"women",1998,15,42
"41.1998",20,"men",1998,30,41
"44.1998",21,"women",1998,14,44
"43.1998",21,"men",1998,33,43
"46.1998",22,"women",1998,17,46
"45.1998",22,"men",1998,37,45
"48.1998",23,"women",1998,14,48
"47.1998",23,"men",1998,37,47
"50.1998",24,"women",1998,13,50
"49.1998",24,"men",1998,37,49
"52.1998",25,"women",1998,13,52
"51.1998",25,"men",1998,44,51
"54.1998",26,"women",1998,6,54
"53.1998",26,"men",1998,39,53
"56.1998",27,"women",1998,19,56
"55.1998",27,"men",1998,40,55
"58.1998",28,"women",1998,14,58
"57.1998",28,"men",1998,37,57
"60.1998",29,"women",1998,18,60
"59.1998",29,"men",1998,34,59
"62.1998",30,"women",1998,17,62
"61.1998",30,"men",1998,42,61
"64.1998",31,"women",1998,22,64
"63.1998",31,"men",1998,42,63
"66.1998",32,"women",1998,20,66
"65.1998",32,"men",1998,50,65
"68.1998",33,"women",1998,38,68
"67.1998",33,"men",1998,66,67
"70.1998",34,"women",1998,21,70
"69.1998",34,"men",1998,67,69
"72.1998",35,"women",1998,40,72
"71.1998",35,"men",1998,62,71
"74.1998",36,"women",1998,23,74
"73.1998",36,"men",1998,69,73
"76.1998",37,"women",1998,41,76
"75.1998",37,"men",1998,61,75
"78.1998",38,"women",1998,46,78
"77.1998",38,"men",1998,76,77
"80.1998",39,"women",1998,46,80
"79.1998",39,"men",1998,76,79
"82.1998",40,"women",1998,51,82
"81.1998",40,"men",1998,85,81
"84.1998",41,"women",1998,58,84
"83.1998",41,"men",1998,74,83
"86.1998",42,"women",1998,62,86
"85.1998",42,"men",1998,98,85
"88.1998",43,"women",1998,62,88
"87.1998",43,"men",1998,115,87
"90.1998",44,"women",1998,73,90
"89.1998",44,"men",1998,101,89
"92.1998",45,"women",1998,69,92
"91.1998",45,"men",1998,129,91
"94.1998",46,"women",1998,92,94
"93.1998",46,"men",1998,147,93
"96.1998",47,"women",1998,94,96
"95.1998",47,"men",1998,177,95
"98.1998",48,"women",1998,117,98
"97.1998",48,"men",1998,153,97
"100.1998",49,"women",1998,122,100
"99.1998",49,"men",1998,171,99
"102.1998",50,"women",1998,151,102
"101.1998",50,"men",1998,226,101
"104.1998",51,"women",1998,148,104
"103.1998",51,"men",1998,244,103
"106.1998",52,"women",1998,179,106
"105.1998",52,"men",1998,264,105
"108.1998",53,"women",1998,186,108
"107.1998",53,"men",1998,316,107
"110.1998",54,"women",1998,204,110
"109.1998",54,"men",1998,360,109
"112.1998",55,"women",1998,217,112
"111.1998",55,"men",1998,343,111
"114.1998",56,"women",1998,185,114
"113.1998",56,"men",1998,333,113
"116.1998",57,"women",1998,209,116
"115.1998",57,"men",1998,318,115
"118.1998",58,"women",1998,237,118
"117.1998",58,"men",1998,358,117
"120.1998",59,"women",1998,223,120
"119.1998",59,"men",1998,385,119
"122.1998",60,"women",1998,220,122
"121.1998",60,"men",1998,399,121
"124.1998",61,"women",1998,277,124
"123.1998",61,"men",1998,428,123
"126.1998",62,"women",1998,316,126
"125.1998",62,"men",1998,481,125
"128.1998",63,"women",1998,306,128
"127.1998",63,"men",1998,498,127
"130.1998",64,"women",1998,309,130
"129.1998",64,"men",1998,582,129
"132.1998",65,"women",1998,353,132
"131.1998",65,"men",1998,626,131
"134.1998",66,"women",1998,403,134
"133.1998",66,"men",1998,669,133
"136.1998",67,"women",1998,425,136
"135.1998",67,"men",1998,757,135
"138.1998",68,"women",1998,483,138
"137.1998",68,"men",1998,775,137
"140.1998",69,"women",1998,532,140
"139.1998",69,"men",1998,861,139
"142.1998",70,"women",1998,560,142
"141.1998",70,"men",1998,923,141
"144.1998",71,"women",1998,619,144
"143.1998",71,"men",1998,1040,143
"146.1998",72,"women",1998,732,146
"145.1998",72,"men",1998,1139,145
"148.1998",73,"women",1998,815,148
"147.1998",73,"men",1998,1232,147
"150.1998",74,"women",1998,947,150
"149.1998",74,"men",1998,1348,149
"152.1998",75,"women",1998,1002,152
"151.1998",75,"men",1998,1439,151
"154.1998",76,"women",1998,1219,154
"153.1998",76,"men",1998,1705,153
"156.1998",77,"women",1998,1346,156
"155.1998",77,"men",1998,1796,155
"158.1998",78,"women",1998,1480,158
"157.1998",78,"men",1998,1870,157
"160.1998",79,"women",1998,1387,160
"159.1998",79,"men",1998,1595,159
"162.1998",80,"women",1998,1575,162
"161.1998",80,"men",1998,1652,161
"164.1998",81,"women",1998,1676,164
"163.1998",81,"men",1998,1775,163
"166.1998",82,"women",1998,1753,166
"165.1998",82,"men",1998,1761,165
"168.1998",83,"women",1998,1939,168
"167.1998",83,"men",1998,1789,167
"170.1998",84,"women",1998,2007,170
"169.1998",84,"men",1998,1845,169
"172.1998",85,"women",1998,2067,172
"171.1998",85,"men",1998,1794,171
"174.1998",86,"women",1998,2195,174
"173.1998",86,"men",1998,1641,173
"176.1998",87,"women",1998,2153,176
"175.1998",87,"men",1998,1486,175
"178.1998",88,"women",1998,2064,178
"177.1998",88,"men",1998,1405,177
"180.1998",89,"women",1998,2030,180
"179.1998",89,"men",1998,1158,179
"182.1998",90,"women",1998,1863,182
"181.1998",90,"men",1998,1039,181
"184.1998",91,"women",1998,1586,184
"183.1998",91,"men",1998,860,183
"186.1998",92,"women",1998,1502,186
"185.1998",92,"men",1998,690,185
"188.1998",93,"women",1998,1279,188
"187.1998",93,"men",1998,529,187
"190.1998",94,"women",1998,1037,190
"189.1998",94,"men",1998,368,189
"192.1998",95,"women",1998,814,192
"191.1998",95,"men",1998,284,191
"194.1998",96,"women",1998,600,194
"193.1998",96,"men",1998,197,193
"196.1998",97,"women",1998,446,196
"195.1998",97,"men",1998,127,195
"198.1998",98,"women",1998,303,198
"197.1998",98,"men",1998,88,197
"200.1998",99,"women",1998,191,200
"199.1998",99,"men",1998,57,199
"202.1998",100,"women",1998,360,202
"201.1998",100,"men",1998,74,201
"2.1999",0,"women",1999,113,2
"1.1999",0,"men",1999,184,1
"4.1999",1,"women",1999,13,4
"3.1999",1,"men",1999,8,3
"6.1999",2,"women",1999,9,6
"5.1999",2,"men",1999,7,5
"8.1999",3,"women",1999,3,8
"7.1999",3,"men",1999,5,7
"10.1999",4,"women",1999,4,10
"9.1999",4,"men",1999,5,9
"12.1999",5,"women",1999,4,12
"11.1999",5,"men",1999,5,11
"14.1999",6,"women",1999,7,14
"13.1999",6,"men",1999,12,13
"16.1999",7,"women",1999,8,16
"15.1999",7,"men",1999,8,15
"18.1999",8,"women",1999,9,18
"17.1999",8,"men",1999,8,17
"20.1999",9,"women",1999,5,20
"19.1999",9,"men",1999,7,19
"22.1999",10,"women",1999,9,22
"21.1999",10,"men",1999,9,21
"24.1999",11,"women",1999,3,24
"23.1999",11,"men",1999,10,23
"26.1999",12,"women",1999,1,26
"25.1999",12,"men",1999,10,25
"28.1999",13,"women",1999,3,28
"27.1999",13,"men",1999,12,27
"30.1999",14,"women",1999,9,30
"29.1999",14,"men",1999,13,29
"32.1999",15,"women",1999,8,32
"31.1999",15,"men",1999,11,31
"34.1999",16,"women",1999,7,34
"33.1999",16,"men",1999,9,33
"36.1999",17,"women",1999,10,36
"35.1999",17,"men",1999,21,35
"38.1999",18,"women",1999,8,38
"37.1999",18,"men",1999,25,37
"40.1999",19,"women",1999,16,40
"39.1999",19,"men",1999,30,39
"42.1999",20,"women",1999,14,42
"41.1999",20,"men",1999,36,41
"44.1999",21,"women",1999,11,44
"43.1999",21,"men",1999,39,43
"46.1999",22,"women",1999,10,46
"45.1999",22,"men",1999,32,45
"48.1999",23,"women",1999,11,48
"47.1999",23,"men",1999,38,47
"50.1999",24,"women",1999,16,50
"49.1999",24,"men",1999,35,49
"52.1999",25,"women",1999,20,52
"51.1999",25,"men",1999,44,51
"54.1999",26,"women",1999,15,54
"53.1999",26,"men",1999,35,53
"56.1999",27,"women",1999,15,56
"55.1999",27,"men",1999,39,55
"58.1999",28,"women",1999,17,58
"57.1999",28,"men",1999,47,57
"60.1999",29,"women",1999,19,60
"59.1999",29,"men",1999,47,59
"62.1999",30,"women",1999,18,62
"61.1999",30,"men",1999,42,61
"64.1999",31,"women",1999,22,64
"63.1999",31,"men",1999,50,63
"66.1999",32,"women",1999,23,66
"65.1999",32,"men",1999,49,65
"68.1999",33,"women",1999,21,68
"67.1999",33,"men",1999,53,67
"70.1999",34,"women",1999,34,70
"69.1999",34,"men",1999,63,69
"72.1999",35,"women",1999,30,72
"71.1999",35,"men",1999,56,71
"74.1999",36,"women",1999,29,74
"73.1999",36,"men",1999,78,73
"76.1999",37,"women",1999,26,76
"75.1999",37,"men",1999,55,75
"78.1999",38,"women",1999,42,78
"77.1999",38,"men",1999,73,77
"80.1999",39,"women",1999,41,80
"79.1999",39,"men",1999,84,79
"82.1999",40,"women",1999,47,82
"81.1999",40,"men",1999,87,81
"84.1999",41,"women",1999,60,84
"83.1999",41,"men",1999,91,83
"86.1999",42,"women",1999,62,86
"85.1999",42,"men",1999,118,85
"88.1999",43,"women",1999,74,88
"87.1999",43,"men",1999,108,87
"90.1999",44,"women",1999,85,90
"89.1999",44,"men",1999,108,89
"92.1999",45,"women",1999,82,92
"91.1999",45,"men",1999,127,91
"94.1999",46,"women",1999,102,94
"93.1999",46,"men",1999,122,93
"96.1999",47,"women",1999,93,96
"95.1999",47,"men",1999,143,95
"98.1999",48,"women",1999,107,98
"97.1999",48,"men",1999,182,97
"100.1999",49,"women",1999,135,100
"99.1999",49,"men",1999,203,99
"102.1999",50,"women",1999,140,102
"101.1999",50,"men",1999,224,101
"104.1999",51,"women",1999,146,104
"103.1999",51,"men",1999,228,103
"106.1999",52,"women",1999,170,106
"105.1999",52,"men",1999,271,105
"108.1999",53,"women",1999,201,108
"107.1999",53,"men",1999,313,107
"110.1999",54,"women",1999,193,110
"109.1999",54,"men",1999,345,109
"112.1999",55,"women",1999,229,112
"111.1999",55,"men",1999,374,111
"114.1999",56,"women",1999,239,114
"113.1999",56,"men",1999,363,113
"116.1999",57,"women",1999,210,116
"115.1999",57,"men",1999,338,115
"118.1999",58,"women",1999,193,118
"117.1999",58,"men",1999,357,117
"120.1999",59,"women",1999,229,120
"119.1999",59,"men",1999,392,119
"122.1999",60,"women",1999,245,122
"121.1999",60,"men",1999,429,121
"124.1999",61,"women",1999,272,124
"123.1999",61,"men",1999,401,123
"126.1999",62,"women",1999,289,126
"125.1999",62,"men",1999,452,125
"128.1999",63,"women",1999,308,128
"127.1999",63,"men",1999,519,127
"130.1999",64,"women",1999,333,130
"129.1999",64,"men",1999,531,129
"132.1999",65,"women",1999,345,132
"131.1999",65,"men",1999,557,131
"134.1999",66,"women",1999,422,134
"133.1999",66,"men",1999,591,133
"136.1999",67,"women",1999,406,136
"135.1999",67,"men",1999,707,135
"138.1999",68,"women",1999,482,138
"137.1999",68,"men",1999,801,137
"140.1999",69,"women",1999,518,140
"139.1999",69,"men",1999,829,139
"142.1999",70,"women",1999,561,142
"141.1999",70,"men",1999,902,141
"144.1999",71,"women",1999,634,144
"143.1999",71,"men",1999,1056,143
"146.1999",72,"women",1999,714,146
"145.1999",72,"men",1999,1104,145
"148.1999",73,"women",1999,789,148
"147.1999",73,"men",1999,1177,147
"150.1999",74,"women",1999,903,150
"149.1999",74,"men",1999,1287,149
"152.1999",75,"women",1999,1039,152
"151.1999",75,"men",1999,1475,151
"154.1999",76,"women",1999,1145,154
"153.1999",76,"men",1999,1448,153
"156.1999",77,"women",1999,1286,156
"155.1999",77,"men",1999,1700,155
"158.1999",78,"women",1999,1469,158
"157.1999",78,"men",1999,1871,157
"160.1999",79,"women",1999,1632,160
"159.1999",79,"men",1999,1919,159
"162.1999",80,"women",1999,1573,162
"161.1999",80,"men",1999,1653,161
"164.1999",81,"women",1999,1665,164
"163.1999",81,"men",1999,1816,163
"166.1999",82,"women",1999,1869,166
"165.1999",82,"men",1999,1803,165
"168.1999",83,"women",1999,1896,168
"167.1999",83,"men",1999,1793,167
"170.1999",84,"women",1999,2004,170
"169.1999",84,"men",1999,1709,169
"172.1999",85,"women",1999,2194,172
"171.1999",85,"men",1999,1719,171
"174.1999",86,"women",1999,2219,174
"173.1999",86,"men",1999,1709,173
"176.1999",87,"women",1999,2265,176
"175.1999",87,"men",1999,1510,175
"178.1999",88,"women",1999,2216,178
"177.1999",88,"men",1999,1409,177
"180.1999",89,"women",1999,2160,180
"179.1999",89,"men",1999,1279,179
"182.1999",90,"women",1999,1930,182
"181.1999",90,"men",1999,1054,181
"184.1999",91,"women",1999,1832,184
"183.1999",91,"men",1999,890,183
"186.1999",92,"women",1999,1595,186
"185.1999",92,"men",1999,729,185
"188.1999",93,"women",1999,1367,188
"187.1999",93,"men",1999,547,187
"190.1999",94,"women",1999,1071,190
"189.1999",94,"men",1999,424,189
"192.1999",95,"women",1999,852,192
"191.1999",95,"men",1999,291,191
"194.1999",96,"women",1999,645,194
"193.1999",96,"men",1999,224,193
"196.1999",97,"women",1999,520,196
"195.1999",97,"men",1999,144,195
"198.1999",98,"women",1999,351,198
"197.1999",98,"men",1999,89,197
"200.1999",99,"women",1999,246,200
"199.1999",99,"men",1999,60,199
"202.1999",100,"women",1999,405,202
"201.1999",100,"men",1999,83,201
"2.2000",0,"women",2000,123,2
"1.2000",0,"men",2000,186,1
"4.2000",1,"women",2000,7,4
"3.2000",1,"men",2000,13,3
"6.2000",2,"women",2000,6,6
"5.2000",2,"men",2000,4,5
"8.2000",3,"women",2000,2,8
"7.2000",3,"men",2000,4,7
"10.2000",4,"women",2000,6,10
"9.2000",4,"men",2000,4,9
"12.2000",5,"women",2000,4,12
"11.2000",5,"men",2000,3,11
"14.2000",6,"women",2000,11,14
"13.2000",6,"men",2000,6,13
"16.2000",7,"women",2000,6,16
"15.2000",7,"men",2000,5,15
"18.2000",8,"women",2000,1,18
"17.2000",8,"men",2000,2,17
"20.2000",9,"women",2000,5,20
"19.2000",9,"men",2000,14,19
"22.2000",10,"women",2000,6,22
"21.2000",10,"men",2000,6,21
"24.2000",11,"women",2000,6,24
"23.2000",11,"men",2000,8,23
"26.2000",12,"women",2000,10,26
"25.2000",12,"men",2000,7,25
"28.2000",13,"women",2000,9,28
"27.2000",13,"men",2000,9,27
"30.2000",14,"women",2000,5,30
"29.2000",14,"men",2000,11,29
"32.2000",15,"women",2000,7,32
"31.2000",15,"men",2000,15,31
"34.2000",16,"women",2000,7,34
"33.2000",16,"men",2000,16,33
"36.2000",17,"women",2000,9,36
"35.2000",17,"men",2000,19,35
"38.2000",18,"women",2000,15,38
"37.2000",18,"men",2000,35,37
"40.2000",19,"women",2000,19,40
"39.2000",19,"men",2000,38,39
"42.2000",20,"women",2000,12,42
"41.2000",20,"men",2000,46,41
"44.2000",21,"women",2000,14,44
"43.2000",21,"men",2000,37,43
"46.2000",22,"women",2000,14,46
"45.2000",22,"men",2000,43,45
"48.2000",23,"women",2000,12,48
"47.2000",23,"men",2000,37,47
"50.2000",24,"women",2000,11,50
"49.2000",24,"men",2000,38,49
"52.2000",25,"women",2000,11,52
"51.2000",25,"men",2000,45,51
"54.2000",26,"women",2000,17,54
"53.2000",26,"men",2000,57,53
"56.2000",27,"women",2000,15,56
"55.2000",27,"men",2000,28,55
"58.2000",28,"women",2000,17,58
"57.2000",28,"men",2000,54,57
"60.2000",29,"women",2000,15,60
"59.2000",29,"men",2000,38,59
"62.2000",30,"women",2000,14,62
"61.2000",30,"men",2000,41,61
"64.2000",31,"women",2000,11,64
"63.2000",31,"men",2000,39,63
"66.2000",32,"women",2000,19,66
"65.2000",32,"men",2000,58,65
"68.2000",33,"women",2000,17,68
"67.2000",33,"men",2000,49,67
"70.2000",34,"women",2000,26,70
"69.2000",34,"men",2000,59,69
"72.2000",35,"women",2000,35,72
"71.2000",35,"men",2000,63,71
"74.2000",36,"women",2000,41,74
"73.2000",36,"men",2000,60,73
"76.2000",37,"women",2000,37,76
"75.2000",37,"men",2000,58,75
"78.2000",38,"women",2000,40,78
"77.2000",38,"men",2000,73,77
"80.2000",39,"women",2000,46,80
"79.2000",39,"men",2000,60,79
"82.2000",40,"women",2000,35,82
"81.2000",40,"men",2000,68,81
"84.2000",41,"women",2000,39,84
"83.2000",41,"men",2000,86,83
"86.2000",42,"women",2000,45,86
"85.2000",42,"men",2000,73,85
"88.2000",43,"women",2000,80,88
"87.2000",43,"men",2000,100,87
"90.2000",44,"women",2000,70,90
"89.2000",44,"men",2000,128,89
"92.2000",45,"women",2000,82,92
"91.2000",45,"men",2000,120,91
"94.2000",46,"women",2000,87,94
"93.2000",46,"men",2000,122,93
"96.2000",47,"women",2000,100,96
"95.2000",47,"men",2000,154,95
"98.2000",48,"women",2000,93,98
"97.2000",48,"men",2000,185,97
"100.2000",49,"women",2000,129,100
"99.2000",49,"men",2000,190,99
"102.2000",50,"women",2000,148,102
"101.2000",50,"men",2000,182,101
"104.2000",51,"women",2000,150,104
"103.2000",51,"men",2000,258,103
"106.2000",52,"women",2000,171,106
"105.2000",52,"men",2000,260,105
"108.2000",53,"women",2000,186,108
"107.2000",53,"men",2000,284,107
"110.2000",54,"women",2000,220,110
"109.2000",54,"men",2000,339,109
"112.2000",55,"women",2000,222,112
"111.2000",55,"men",2000,337,111
"114.2000",56,"women",2000,283,114
"113.2000",56,"men",2000,375,113
"116.2000",57,"women",2000,271,116
"115.2000",57,"men",2000,359,115
"118.2000",58,"women",2000,268,118
"117.2000",58,"men",2000,387,117
"120.2000",59,"women",2000,228,120
"119.2000",59,"men",2000,365,119
"122.2000",60,"women",2000,272,122
"121.2000",60,"men",2000,414,121
"124.2000",61,"women",2000,280,124
"123.2000",61,"men",2000,454,123
"126.2000",62,"women",2000,329,126
"125.2000",62,"men",2000,471,125
"128.2000",63,"women",2000,303,128
"127.2000",63,"men",2000,453,127
"130.2000",64,"women",2000,324,130
"129.2000",64,"men",2000,560,129
"132.2000",65,"women",2000,358,132
"131.2000",65,"men",2000,553,131
"134.2000",66,"women",2000,387,134
"133.2000",66,"men",2000,596,133
"136.2000",67,"women",2000,396,136
"135.2000",67,"men",2000,633,135
"138.2000",68,"women",2000,429,138
"137.2000",68,"men",2000,724,137
"140.2000",69,"women",2000,515,140
"139.2000",69,"men",2000,827,139
"142.2000",70,"women",2000,537,142
"141.2000",70,"men",2000,893,141
"144.2000",71,"women",2000,638,144
"143.2000",71,"men",2000,932,143
"146.2000",72,"women",2000,666,146
"145.2000",72,"men",2000,1086,145
"148.2000",73,"women",2000,769,148
"147.2000",73,"men",2000,1116,147
"150.2000",74,"women",2000,872,150
"149.2000",74,"men",2000,1235,149
"152.2000",75,"women",2000,941,152
"151.2000",75,"men",2000,1340,151
"154.2000",76,"women",2000,1141,154
"153.2000",76,"men",2000,1453,153
"156.2000",77,"women",2000,1195,156
"155.2000",77,"men",2000,1582,155
"158.2000",78,"women",2000,1343,158
"157.2000",78,"men",2000,1687,157
"160.2000",79,"women",2000,1625,160
"159.2000",79,"men",2000,1906,159
"162.2000",80,"women",2000,1776,162
"161.2000",80,"men",2000,1879,161
"164.2000",81,"women",2000,1655,164
"163.2000",81,"men",2000,1624,163
"166.2000",82,"women",2000,1757,166
"165.2000",82,"men",2000,1763,165
"168.2000",83,"women",2000,1862,168
"167.2000",83,"men",2000,1757,167
"170.2000",84,"women",2000,2027,170
"169.2000",84,"men",2000,1729,169
"172.2000",85,"women",2000,2132,172
"171.2000",85,"men",2000,1703,171
"174.2000",86,"women",2000,2187,174
"173.2000",86,"men",2000,1695,173
"176.2000",87,"women",2000,2192,176
"175.2000",87,"men",2000,1579,175
"178.2000",88,"women",2000,2201,178
"177.2000",88,"men",2000,1388,177
"180.2000",89,"women",2000,2053,180
"179.2000",89,"men",2000,1203,179
"182.2000",90,"women",2000,2017,182
"181.2000",90,"men",2000,1058,181
"184.2000",91,"women",2000,1832,184
"183.2000",91,"men",2000,881,183
"186.2000",92,"women",2000,1583,186
"185.2000",92,"men",2000,767,185
"188.2000",93,"women",2000,1353,188
"187.2000",93,"men",2000,573,187
"190.2000",94,"women",2000,1096,190
"189.2000",94,"men",2000,437,189
"192.2000",95,"women",2000,909,192
"191.2000",95,"men",2000,330,191
"194.2000",96,"women",2000,717,194
"193.2000",96,"men",2000,241,193
"196.2000",97,"women",2000,525,196
"195.2000",97,"men",2000,140,195
"198.2000",98,"women",2000,367,198
"197.2000",98,"men",2000,110,197
"200.2000",99,"women",2000,247,200
"199.2000",99,"men",2000,63,199
"202.2000",100,"women",2000,383,202
"201.2000",100,"men",2000,80,201
"2.2001",0,"women",2001,145,2
"1.2001",0,"men",2001,189,1
"4.2001",1,"women",2001,15,4
"3.2001",1,"men",2001,10,3
"6.2001",2,"women",2001,6,6
"5.2001",2,"men",2001,13,5
"8.2001",3,"women",2001,7,8
"7.2001",3,"men",2001,7,7
"10.2001",4,"women",2001,5,10
"9.2001",4,"men",2001,5,9
"12.2001",5,"women",2001,5,12
"11.2001",5,"men",2001,5,11
"14.2001",6,"women",2001,3,14
"13.2001",6,"men",2001,3,13
"16.2001",7,"women",2001,7,16
"15.2001",7,"men",2001,7,15
"18.2001",8,"women",2001,7,18
"17.2001",8,"men",2001,7,17
"20.2001",9,"women",2001,5,20
"19.2001",9,"men",2001,1,19
"22.2001",10,"women",2001,6,22
"21.2001",10,"men",2001,9,21
"24.2001",11,"women",2001,6,24
"23.2001",11,"men",2001,8,23
"26.2001",12,"women",2001,3,26
"25.2001",12,"men",2001,3,25
"28.2001",13,"women",2001,7,28
"27.2001",13,"men",2001,9,27
"30.2001",14,"women",2001,12,30
"29.2001",14,"men",2001,7,29
"32.2001",15,"women",2001,6,32
"31.2001",15,"men",2001,17,31
"34.2001",16,"women",2001,6,34
"33.2001",16,"men",2001,12,33
"36.2001",17,"women",2001,10,36
"35.2001",17,"men",2001,19,35
"38.2001",18,"women",2001,13,38
"37.2001",18,"men",2001,20,37
"40.2001",19,"women",2001,16,40
"39.2001",19,"men",2001,36,39
"42.2001",20,"women",2001,13,42
"41.2001",20,"men",2001,43,41
"44.2001",21,"women",2001,12,44
"43.2001",21,"men",2001,53,43
"46.2001",22,"women",2001,9,46
"45.2001",22,"men",2001,42,45
"48.2001",23,"women",2001,12,48
"47.2001",23,"men",2001,41,47
"50.2001",24,"women",2001,8,50
"49.2001",24,"men",2001,36,49
"52.2001",25,"women",2001,13,52
"51.2001",25,"men",2001,39,51
"54.2001",26,"women",2001,13,54
"53.2001",26,"men",2001,36,53
"56.2001",27,"women",2001,15,56
"55.2001",27,"men",2001,50,55
"58.2001",28,"women",2001,14,58
"57.2001",28,"men",2001,35,57
"60.2001",29,"women",2001,13,60
"59.2001",29,"men",2001,39,59
"62.2001",30,"women",2001,15,62
"61.2001",30,"men",2001,38,61
"64.2001",31,"women",2001,19,64
"63.2001",31,"men",2001,52,63
"66.2001",32,"women",2001,23,66
"65.2001",32,"men",2001,35,65
"68.2001",33,"women",2001,19,68
"67.2001",33,"men",2001,65,67
"70.2001",34,"women",2001,26,70
"69.2001",34,"men",2001,58,69
"72.2001",35,"women",2001,28,72
"71.2001",35,"men",2001,51,71
"74.2001",36,"women",2001,36,74
"73.2001",36,"men",2001,76,73
"76.2001",37,"women",2001,30,76
"75.2001",37,"men",2001,64,75
"78.2001",38,"women",2001,26,78
"77.2001",38,"men",2001,76,77
"80.2001",39,"women",2001,46,80
"79.2001",39,"men",2001,87,79
"82.2001",40,"women",2001,41,82
"81.2001",40,"men",2001,75,81
"84.2001",41,"women",2001,39,84
"83.2001",41,"men",2001,91,83
"86.2001",42,"women",2001,52,86
"85.2001",42,"men",2001,91,85
"88.2001",43,"women",2001,58,88
"87.2001",43,"men",2001,95,87
"90.2001",44,"women",2001,59,90
"89.2001",44,"men",2001,117,89
"92.2001",45,"women",2001,78,92
"91.2001",45,"men",2001,110,91
"94.2001",46,"women",2001,77,94
"93.2001",46,"men",2001,152,93
"96.2001",47,"women",2001,101,96
"95.2001",47,"men",2001,166,95
"98.2001",48,"women",2001,120,98
"97.2001",48,"men",2001,180,97
"100.2001",49,"women",2001,115,100
"99.2001",49,"men",2001,166,99
"102.2001",50,"women",2001,152,102
"101.2001",50,"men",2001,208,101
"104.2001",51,"women",2001,156,104
"103.2001",51,"men",2001,195,103
"106.2001",52,"women",2001,172,106
"105.2001",52,"men",2001,248,105
"108.2001",53,"women",2001,200,108
"107.2001",53,"men",2001,300,107
"110.2001",54,"women",2001,191,110
"109.2001",54,"men",2001,322,109
"112.2001",55,"women",2001,206,112
"111.2001",55,"men",2001,335,111
"114.2001",56,"women",2001,266,114
"113.2001",56,"men",2001,399,113
"116.2001",57,"women",2001,273,116
"115.2001",57,"men",2001,421,115
"118.2001",58,"women",2001,265,118
"117.2001",58,"men",2001,452,117
"120.2001",59,"women",2001,294,120
"119.2001",59,"men",2001,376,119
"122.2001",60,"women",2001,249,122
"121.2001",60,"men",2001,389,121
"124.2001",61,"women",2001,289,124
"123.2001",61,"men",2001,493,123
"126.2001",62,"women",2001,270,126
"125.2001",62,"men",2001,434,125
"128.2001",63,"women",2001,304,128
"127.2001",63,"men",2001,516,127
"130.2001",64,"women",2001,287,130
"129.2001",64,"men",2001,539,129
"132.2001",65,"women",2001,366,132
"131.2001",65,"men",2001,551,131
"134.2001",66,"women",2001,380,134
"133.2001",66,"men",2001,612,133
"136.2001",67,"women",2001,400,136
"135.2001",67,"men",2001,627,135
"138.2001",68,"women",2001,475,138
"137.2001",68,"men",2001,724,137
"140.2001",69,"women",2001,509,140
"139.2001",69,"men",2001,766,139
"142.2001",70,"women",2001,572,142
"141.2001",70,"men",2001,825,141
"144.2001",71,"women",2001,659,144
"143.2001",71,"men",2001,928,143
"146.2001",72,"women",2001,683,146
"145.2001",72,"men",2001,988,145
