"","age","sex","year","pop","id"
"97.1997",96,"men",1997,481,97
"199.1997",97,"women",1997,1184.5,199
"98.1997",97,"men",1997,300,98
"200.1997",98,"women",1997,768,200
"99.1997",98,"men",1997,178,99
"201.1997",99,"women",1997,492,201
"100.1997",99,"men",1997,106.5,100
"202.1997",100,"women",1997,698,202
"101.1997",100,"men",1997,137,101
"102.1998",0,"women",1998,43541.5,102
"1.1998",0,"men",1998,46165.5,1
"103.1998",1,"women",1998,45432.5,103
"2.1998",1,"men",1998,47571,2
"104.1998",2,"women",1998,48494.5,104
"3.1998",2,"men",1998,50938.5,3
"105.1998",3,"women",1998,52632,105
"4.1998",3,"men",1998,55259.5,4
"106.1998",4,"women",1998,56219.5,106
"5.1998",4,"men",1998,58689.5,5
"107.1998",5,"women",1998,58758,107
"6.1998",5,"men",1998,61705.5,6
"108.1998",6,"women",1998,60568.5,108
"7.1998",6,"men",1998,64169,7
"109.1998",7,"women",1998,61518.5,109
"8.1998",7,"men",1998,65060.5,8
"110.1998",8,"women",1998,60218,110
"9.1998",8,"men",1998,63498.5,9
"111.1998",9,"women",1998,57658,111
"10.1998",9,"men",1998,61032,10
"112.1998",10,"women",1998,55386.5,112
"11.1998",10,"men",1998,58302.5,11
"113.1998",11,"women",1998,53331,113
"12.1998",11,"men",1998,55962,12
"114.1998",12,"women",1998,51785,114
"13.1998",12,"men",1998,54905.5,13
"115.1998",13,"women",1998,49935.5,115
"14.1998",13,"men",1998,53000,14
"116.1998",14,"women",1998,48384.5,116
"15.1998",14,"men",1998,51334,15
"117.1998",15,"women",1998,48104,117
"16.1998",15,"men",1998,51005,16
"118.1998",16,"women",1998,48645,118
"17.1998",16,"men",1998,51211.5,17
"119.1998",17,"women",1998,49604,119
"18.1998",17,"men",1998,52036,18
"120.1998",18,"women",1998,50078.5,120
"19.1998",18,"men",1998,52450.5,19
"121.1998",19,"women",1998,48954,121
"20.1998",19,"men",1998,51231.5,20
"122.1998",20,"women",1998,48931,122
"21.1998",20,"men",1998,51317,21
"123.1998",21,"women",1998,50431.5,123
"22.1998",21,"men",1998,52757.5,22
"124.1998",22,"women",1998,52750.5,124
"23.1998",22,"men",1998,54747,23
"125.1998",23,"women",1998,55801,125
"24.1998",23,"men",1998,57863.5,24
"126.1998",24,"women",1998,57359.5,126
"25.1998",24,"men",1998,59431,25
"127.1998",25,"women",1998,57925.5,127
"26.1998",25,"men",1998,60114,26
"128.1998",26,"women",1998,58998,128
"27.1998",26,"men",1998,61238.5,27
"129.1998",27,"women",1998,58694.5,129
"28.1998",27,"men",1998,60611,28
"130.1998",28,"women",1998,57662.5,130
"29.1998",28,"men",1998,59766.5,29
"131.1998",29,"women",1998,59014.5,131
"30.1998",29,"men",1998,61412.5,30
"132.1998",30,"women",1998,62292,132
"31.1998",30,"men",1998,65239,31
"133.1998",31,"women",1998,64324,133
"32.1998",31,"men",1998,67993.5,32
"134.1998",32,"women",1998,64979,134
"33.1998",32,"men",1998,68794.5,33
"135.1998",33,"women",1998,65390,135
"34.1998",33,"men",1998,68989.5,34
"136.1998",34,"women",1998,63210,136
"35.1998",34,"men",1998,66742.5,35
"137.1998",35,"women",1998,59575.5,137
"36.1998",35,"men",1998,63034,36
"138.1998",36,"women",1998,57704,138
"37.1998",36,"men",1998,60606.5,37
"139.1998",37,"women",1998,56645.5,139
"38.1998",37,"men",1998,59119.5,38
"140.1998",38,"women",1998,56609.5,140
"39.1998",38,"men",1998,59108.5,39
"141.1998",39,"women",1998,56867,141
"40.1998",39,"men",1998,59595.5,40
"142.1998",40,"women",1998,57542.5,142
"41.1998",40,"men",1998,59655.5,41
"143.1998",41,"women",1998,58147.5,143
"42.1998",41,"men",1998,60321,42
"144.1998",42,"women",1998,57925,144
"43.1998",42,"men",1998,60166,43
"145.1998",43,"women",1998,57267.5,145
"44.1998",43,"men",1998,58990,44
"146.1998",44,"women",1998,57447,146
"45.1998",44,"men",1998,59339,45
"147.1998",45,"women",1998,58101.5,147
"46.1998",45,"men",1998,59943.5,46
"148.1998",46,"women",1998,57839,148
"47.1998",46,"men",1998,59421.5,47
"149.1998",47,"women",1998,58834.5,149
"48.1998",47,"men",1998,60590,48
"150.1998",48,"women",1998,61378.5,150
"49.1998",48,"men",1998,62946.5,49
"151.1998",49,"women",1998,63923.5,151
"50.1998",49,"men",1998,65019.5,50
"152.1998",50,"women",1998,65303.5,152
"51.1998",50,"men",1998,66523.5,51
"153.1998",51,"women",1998,65874,153
"52.1998",51,"men",1998,67453.5,52
"154.1998",52,"women",1998,65817.5,154
"53.1998",52,"men",1998,67767.5,53
"155.1998",53,"women",1998,64781.5,155
"54.1998",53,"men",1998,67215.5,54
"156.1998",54,"women",1998,62327.5,156
"55.1998",54,"men",1998,64514.5,55
"157.1998",55,"women",1998,57758.5,157
"56.1998",55,"men",1998,59636.5,56
"158.1998",56,"women",1998,52142,158
"57.1998",56,"men",1998,53628,57
"159.1998",57,"women",1998,47985,159
"58.1998",57,"men",1998,48951.5,58
"160.1998",58,"women",1998,47072.5,160
"59.1998",58,"men",1998,47689.5,59
"161.1998",59,"women",1998,46560,161
"60.1998",59,"men",1998,46457.5,60
"162.1998",60,"women",1998,44666.5,162
"61.1998",60,"men",1998,44086.5,61
"163.1998",61,"women",1998,43176,163
"62.1998",61,"men",1998,42062.5,62
"164.1998",62,"women",1998,41728.5,164
"63.1998",62,"men",1998,40387.5,63
"165.1998",63,"women",1998,40474.5,165
"64.1998",63,"men",1998,38648,64
"166.1998",64,"women",1998,39832.5,166
"65.1998",64,"men",1998,37214,65
"167.1998",65,"women",1998,40254.5,167
"66.1998",65,"men",1998,37151.5,66
"168.1998",66,"women",1998,41037,168
"67.1998",66,"men",1998,37266,67
"169.1998",67,"women",1998,41452.5,169
"68.1998",67,"men",1998,36952.5,68
"170.1998",68,"women",1998,41186,170
"69.1998",68,"men",1998,36167,69
"171.1998",69,"women",1998,41111.5,171
"70.1998",69,"men",1998,35597.5,70
"172.1998",70,"women",1998,41073.5,172
"71.1998",70,"men",1998,35081.5,71
"173.1998",71,"women",1998,40672.5,173
"72.1998",71,"men",1998,34385.5,72
"174.1998",72,"women",1998,41198,174
"73.1998",72,"men",1998,34236.5,73
"175.1998",73,"women",1998,41407.5,175
"74.1998",73,"men",1998,33779.5,74
"176.1998",74,"women",1998,41223,176
"75.1998",74,"men",1998,33198.5,75
"177.1998",75,"women",1998,40897.5,177
"76.1998",75,"men",1998,32192,76
"178.1998",76,"women",1998,41613.5,178
"77.1998",76,"men",1998,31659,77
"179.1998",77,"women",1998,42968,179
"78.1998",77,"men",1998,31917,78
"180.1998",78,"women",1998,38860.5,180
"79.1998",78,"men",1998,28146.5,79
"181.1998",79,"women",1998,33723.5,181
"80.1998",79,"men",1998,23545,80
"182.1998",80,"women",1998,32515,182
"81.1998",80,"men",1998,21735,81
"183.1998",81,"women",1998,30802,183
"82.1998",81,"men",1998,20017.5,82
"184.1998",82,"women",1998,28718,184
"83.1998",82,"men",1998,17785.5,83
"185.1998",83,"women",1998,27184.5,185
"84.1998",83,"men",1998,16016,84
"186.1998",84,"women",1998,25427.5,186
"85.1998",84,"men",1998,14449.5,85
"187.1998",85,"women",1998,23301,187
"86.1998",85,"men",1998,12453.5,86
"188.1998",86,"women",1998,20797,188
"87.1998",86,"men",1998,10558,87
"189.1998",87,"women",1998,18085,189
"88.1998",87,"men",1998,8848.5,88
"190.1998",88,"women",1998,15844.5,190
"89.1998",88,"men",1998,7254,89
"191.1998",89,"women",1998,13480,191
"90.1998",89,"men",1998,5721.5,90
"192.1998",90,"women",1998,11031.5,192
"91.1998",90,"men",1998,4384.5,91
"193.1998",91,"women",1998,8854.5,193
"92.1998",91,"men",1998,3327,92
"194.1998",92,"women",1998,6927.5,194
"93.1998",92,"men",1998,2384,93
"195.1998",93,"women",1998,5226,195
"94.1998",93,"men",1998,1674.5,94
"196.1998",94,"women",1998,3897.5,196
"95.1998",94,"men",1998,1161.5,95
"197.1998",95,"women",1998,2817.5,197
"96.1998",95,"men",1998,811.5,96
"198.1998",96,"women",1998,1927,198
"97.1998",96,"men",1998,519,97
"199.1998",97,"women",1998,1298.5,199
"98.1998",97,"men",1998,316,98
"200.1998",98,"women",1998,812.5,200
"99.1998",98,"men",1998,185,99
"201.1998",99,"women",1998,508,201
"100.1998",99,"men",1998,111,100
"202.1998",100,"women",1998,753,202
"101.1998",100,"men",1998,139.5,101
"102.1999",0,"women",1999,43140.5,102
"1.1999",0,"men",1999,45660,1
"103.1999",1,"women",1999,43900,103
"2.1999",1,"men",1999,46402.5,2
"104.1999",2,"women",1999,45570.5,104
"3.1999",2,"men",1999,47693.5,3
"105.1999",3,"women",1999,48575,105
"4.1999",3,"men",1999,51039,4
"106.1999",4,"women",1999,52706,106
"5.1999",4,"men",1999,55349,5
"107.1999",5,"women",1999,56316.5,107
"6.1999",5,"men",1999,58748.5,6
"108.1999",6,"women",1999,58847,108
"7.1999",6,"men",1999,61790.5,7
"109.1999",7,"women",1999,60663,109
"8.1999",7,"men",1999,64271.5,8
"110.1999",8,"women",1999,61633.5,110
"9.1999",8,"men",1999,65190.5,9
"111.1999",9,"women",1999,60349,111
"10.1999",9,"men",1999,63629.5,10
"112.1999",10,"women",1999,57761.5,112
"11.1999",10,"men",1999,61172,11
"113.1999",11,"women",1999,55520,113
"12.1999",11,"men",1999,58435.5,12
"114.1999",12,"women",1999,53446.5,114
"13.1999",12,"men",1999,56113.5,13
"115.1999",13,"women",1999,51916.5,115
"14.1999",13,"men",1999,55032,14
"116.1999",14,"women",1999,50064,116
"15.1999",14,"men",1999,53144.5,15
"117.1999",15,"women",1999,48514,117
"16.1999",15,"men",1999,51496,16
"118.1999",16,"women",1999,48244,118
"17.1999",16,"men",1999,51147,17
"119.1999",17,"women",1999,48798,119
"18.1999",17,"men",1999,51412,18
"120.1999",18,"women",1999,49879,120
"19.1999",18,"men",1999,52161.5,19
"121.1999",19,"women",1999,50178.5,121
"20.1999",19,"men",1999,52523.5,20
"122.1999",20,"women",1999,49250,122
"21.1999",20,"men",1999,51281,21
"123.1999",21,"women",1999,49187,123
"22.1999",21,"men",1999,51372.5,22
"124.1999",22,"women",1999,50703.5,124
"23.1999",22,"men",1999,52871,23
"125.1999",23,"women",1999,53045,125
"24.1999",23,"men",1999,54934.5,24
"126.1999",24,"women",1999,56114,126
"25.1999",24,"men",1999,58085.5,25
"127.1999",25,"women",1999,57618,127
"26.1999",25,"men",1999,59706,26
"128.1999",26,"women",1999,58230.5,128
"27.1999",26,"men",1999,60323,27
"129.1999",27,"women",1999,59198.5,129
"28.1999",27,"men",1999,61417,28
"130.1999",28,"women",1999,58898,130
"29.1999",28,"men",1999,60839,29
"131.1999",29,"women",1999,57867,131
"30.1999",29,"men",1999,59924,30
"132.1999",30,"women",1999,59188.5,132
"31.1999",30,"men",1999,61544,31
"133.1999",31,"women",1999,62428.5,133
"32.1999",31,"men",1999,65345,32
"134.1999",32,"women",1999,64462.5,134
"33.1999",32,"men",1999,68073,33
"135.1999",33,"women",1999,65066.5,135
"34.1999",33,"men",1999,68887.5,34
"136.1999",34,"women",1999,65491,136
"35.1999",34,"men",1999,68990,35
"137.1999",35,"women",1999,63288,137
"36.1999",35,"men",1999,66723.5,36
"138.1999",36,"women",1999,59651,138
"37.1999",36,"men",1999,63007,37
"139.1999",37,"women",1999,57748,139
"38.1999",37,"men",1999,60540,38
"140.1999",38,"women",1999,56700.5,140
"39.1999",38,"men",1999,59057,39
"141.1999",39,"women",1999,56671,141
"40.1999",39,"men",1999,59046,40
"142.1999",40,"women",1999,56862,142
"41.1999",40,"men",1999,59473.5,41
"143.1999",41,"women",1999,57570.5,143
"42.1999",41,"men",1999,59558,42
"144.1999",42,"women",1999,58134.5,144
"43.1999",42,"men",1999,60237,43
"145.1999",43,"women",1999,57925,145
"44.1999",43,"men",1999,60061.5,44
"146.1999",44,"women",1999,57258.5,146
"45.1999",44,"men",1999,58884.5,45
"147.1999",45,"women",1999,57397.5,147
"46.1999",45,"men",1999,59211,46
"148.1999",46,"women",1999,58055.5,148
"47.1999",46,"men",1999,59777.5,47
"149.1999",47,"women",1999,57804,149
"48.1999",47,"men",1999,59264.5,48
"150.1999",48,"women",1999,58764,150
"49.1999",48,"men",1999,60369,49
"151.1999",49,"women",1999,61290,151
"50.1999",49,"men",1999,62738,50
"152.1999",50,"women",1999,63805.5,152
"51.1999",50,"men",1999,64777.5,51
"153.1999",51,"women",1999,65176,153
"52.1999",51,"men",1999,66259.5,52
"154.1999",52,"women",1999,65725.5,154
"53.1999",52,"men",1999,67163,53
"155.1999",53,"women",1999,65639,155
"54.1999",53,"men",1999,67486.5,54
"156.1999",54,"women",1999,64620,156
"55.1999",54,"men",1999,66886,55
"157.1999",55,"women",1999,62132,157
"56.1999",55,"men",1999,64113.5,56
"158.1999",56,"women",1999,57554.5,158
"57.1999",56,"men",1999,59273,57
"159.1999",57,"women",1999,51918,159
"58.1999",57,"men",1999,53272,58
"160.1999",58,"women",1999,47779,160
"59.1999",58,"men",1999,48606,59
"161.1999",59,"women",1999,46864,161
"60.1999",59,"men",1999,47326,60
"162.1999",60,"women",1999,46338.5,162
"61.1999",60,"men",1999,46029,61
"163.1999",61,"women",1999,44405.5,163
"62.1999",61,"men",1999,43676,62
"164.1999",62,"women",1999,42890.5,164
"63.1999",62,"men",1999,41621.5,63
"165.1999",63,"women",1999,41420,165
"64.1999",63,"men",1999,39930.5,64
"166.1999",64,"women",1999,40145.5,166
"65.1999",64,"men",1999,38090.5,65
"167.1999",65,"women",1999,39495.5,167
"66.1999",65,"men",1999,36606,66
"168.1999",66,"women",1999,39869.5,168
"67.1999",66,"men",1999,36519.5,67
"169.1999",67,"women",1999,40605,169
"68.1999",67,"men",1999,36562,68
"170.1999",68,"women",1999,40990.5,170
"69.1999",68,"men",1999,36181,69
"171.1999",69,"women",1999,40672,171
"70.1999",69,"men",1999,35338.5,70
"172.1999",70,"women",1999,40536.5,172
"71.1999",70,"men",1999,34691,71
"173.1999",71,"women",1999,40457,173
"72.1999",71,"men",1999,34103,72
"174.1999",72,"women",1999,39998,174
"73.1999",72,"men",1999,33269.5,73
"175.1999",73,"women",1999,40406,175
"74.1999",73,"men",1999,33086,74
"176.1999",74,"women",1999,40533,176
"75.1999",74,"men",1999,32501,75
"177.1999",75,"women",1999,40237,177
"76.1999",75,"men",1999,31779,76
"178.1999",76,"women",1999,39777.5,178
"77.1999",76,"men",1999,30674,77
"179.1999",77,"women",1999,40339.5,179
"78.1999",77,"men",1999,30007,78
"180.1999",78,"women",1999,41563,180
"79.1999",78,"men",1999,30051,79
"181.1999",79,"women",1999,37350.5,181
"80.1999",79,"men",1999,26349,80
"182.1999",80,"women",1999,32199,182
"81.1999",80,"men",1999,21852,81
"183.1999",81,"women",1999,30831,183
"82.1999",81,"men",1999,20013.5,82
"184.1999",82,"women",1999,29069.5,184
"83.1999",82,"men",1999,18220,83
"185.1999",83,"women",1999,26862,185
"84.1999",83,"men",1999,15994,84
"186.1999",84,"women",1999,25245.5,186
"85.1999",84,"men",1999,14247.5,85
"187.1999",85,"women",1999,23302,187
"86.1999",85,"men",1999,12654.5,86
"188.1999",86,"women",1999,21127,188
"87.1999",86,"men",1999,10756.5,87
"189.1999",87,"women",1999,18584,189
"88.1999",87,"men",1999,8944,88
"190.1999",88,"women",1999,15921,190
"89.1999",88,"men",1999,7392,89
"191.1999",89,"women",1999,13685.5,191
"90.1999",89,"men",1999,5929.5,90
"192.1999",90,"women",1999,11463.5,192
"91.1999",90,"men",1999,4547,91
"193.1999",91,"women",1999,9212.5,193
"92.1999",91,"men",1999,3461.5,92
"194.1999",92,"women",1999,7227,194
"93.1999",92,"men",1999,2514.5,93
"195.1999",93,"women",1999,5475,195
"94.1999",93,"men",1999,1765.5,94
"196.1999",94,"women",1999,4035,196
"95.1999",94,"men",1999,1197,95
"197.1999",95,"women",1999,2966,197
"96.1999",95,"men",1999,836.5,96
"198.1999",96,"women",1999,2085,198
"97.1999",96,"men",1999,551,97
"199.1999",97,"women",1999,1378,199
"98.1999",97,"men",1999,348,98
"200.1999",98,"women",1999,890.5,200
"99.1999",98,"men",1999,201.5,99
"201.1999",99,"women",1999,541.5,201
"100.1999",99,"men",1999,119,100
"202.1999",100,"women",1999,769.5,202
"101.1999",100,"men",1999,142.5,101
"102.2000",0,"women",2000,43504,102
"1.2000",0,"men",2000,46036.5,1
"103.2000",1,"women",2000,43594,103
"2.2000",1,"men",2000,45966,2
"104.2000",2,"women",2000,44078.5,104
"3.2000",2,"men",2000,46577.5,3
"105.2000",3,"women",2000,45717.5,105
"4.2000",3,"men",2000,47897.5,4
"106.2000",4,"women",2000,48724,106
"5.2000",4,"men",2000,51187.5,5
"107.2000",5,"women",2000,52884.5,107
"6.2000",5,"men",2000,55470.5,6
"108.2000",6,"women",2000,56441.5,108
"7.2000",6,"men",2000,58867,7
"109.2000",7,"women",2000,58982.5,109
"8.2000",7,"men",2000,61932.5,8
"110.2000",8,"women",2000,60802,110
"9.2000",8,"men",2000,64434,9
"111.2000",9,"women",2000,61792.5,111
"10.2000",9,"men",2000,65354,10
"112.2000",10,"women",2000,60499.5,112
"11.2000",10,"men",2000,63780,11
"113.2000",11,"women",2000,57923,113
"12.2000",11,"men",2000,61340.5,12
"114.2000",12,"women",2000,55675,114
"13.2000",12,"men",2000,58627.5,13
"115.2000",13,"women",2000,53615.5,115
"14.2000",13,"men",2000,56286.5,14
"116.2000",14,"women",2000,52053.5,116
"15.2000",14,"men",2000,55204.5,15
"117.2000",15,"women",2000,50204,117
"16.2000",15,"men",2000,53335,16
"118.2000",16,"women",2000,48677,118
"17.2000",16,"men",2000,51692,17
"119.2000",17,"women",2000,48417.5,119
"18.2000",17,"men",2000,51357.5,18
"120.2000",18,"women",2000,49066,120
"19.2000",18,"men",2000,51573.5,19
"121.2000",19,"women",2000,50005,121
"20.2000",19,"men",2000,52308.5,20
"122.2000",20,"women",2000,50581.5,122
"21.2000",20,"men",2000,52639.5,21
"123.2000",21,"women",2000,49597.5,123
"22.2000",21,"men",2000,51425,22
"124.2000",22,"women",2000,49595.5,124
"23.2000",22,"men",2000,51602.5,23
"125.2000",23,"women",2000,51151,125
"24.2000",23,"men",2000,53177,24
"126.2000",24,"women",2000,53435.5,126
"25.2000",24,"men",2000,55341.5,25
"127.2000",25,"women",2000,56504.5,127
"26.2000",25,"men",2000,58493,26
"128.2000",26,"women",2000,58025,128
"27.2000",26,"men",2000,60047,27
"129.2000",27,"women",2000,58549,129
"28.2000",27,"men",2000,60619,28
"130.2000",28,"women",2000,59519.5,130
"29.2000",28,"men",2000,61685,29
"131.2000",29,"women",2000,59123,131
"30.2000",29,"men",2000,61093.5,30
"132.2000",30,"women",2000,58120.5,132
"31.2000",30,"men",2000,60168.5,31
"133.2000",31,"women",2000,59418,133
"32.2000",31,"men",2000,61750.5,32
"134.2000",32,"women",2000,62610,134
"33.2000",32,"men",2000,65469,33
"135.2000",33,"women",2000,64662.5,135
"34.2000",33,"men",2000,68217.5,34
"136.2000",34,"women",2000,65206,136
"35.2000",34,"men",2000,68963.5,35
"137.2000",35,"women",2000,65645,137
"36.2000",35,"men",2000,69054,36
"138.2000",36,"women",2000,63396,138
"37.2000",36,"men",2000,66787.5,37
"139.2000",37,"women",2000,59792.5,139
"38.2000",37,"men",2000,63012,38
"140.2000",38,"women",2000,57793,140
"39.2000",38,"men",2000,60558,39
"141.2000",39,"women",2000,56756,141
"40.2000",39,"men",2000,59059,40
"142.2000",40,"women",2000,56753.5,142
"41.2000",40,"men",2000,58990.5,41
"143.2000",41,"women",2000,56906.5,143
"42.2000",41,"men",2000,59440,42
"144.2000",42,"women",2000,57621,144
"43.2000",42,"men",2000,59507.5,43
"145.2000",43,"women",2000,58144.5,145
"44.2000",43,"men",2000,60169.5,44
"146.2000",44,"women",2000,57926,146
"45.2000",44,"men",2000,60004,45
"147.2000",45,"women",2000,57255.5,147
"46.2000",45,"men",2000,58803.5,46
"148.2000",46,"women",2000,57391,148
"47.2000",46,"men",2000,59098.5,47
"149.2000",47,"women",2000,58018.5,149
"48.2000",47,"men",2000,59672,48
"150.2000",48,"women",2000,57776.5,150
"49.2000",48,"men",2000,59081,49
"151.2000",49,"women",2000,58715,151
"50.2000",49,"men",2000,60190,50
"152.2000",50,"women",2000,61182.5,152
"51.2000",50,"men",2000,62567,51
"153.2000",51,"women",2000,63675.5,153
"52.2000",51,"men",2000,64568,52
"154.2000",52,"women",2000,65033,154
"53.2000",52,"men",2000,66020,53
"155.2000",53,"women",2000,65586,155
"54.2000",53,"men",2000,66902.5,54
"156.2000",54,"women",2000,65489.5,156
"55.2000",54,"men",2000,67175.5,55
"157.2000",55,"women",2000,64416,157
"56.2000",55,"men",2000,66535,56
"158.2000",56,"women",2000,61903,158
"57.2000",56,"men",2000,63746.5,57
"159.2000",57,"women",2000,57309,159
"58.2000",57,"men",2000,58911.5,58
"160.2000",58,"women",2000,51701,160
"59.2000",58,"men",2000,52925,59
"161.2000",59,"women",2000,47586.5,161
"60.2000",59,"men",2000,48241,60
"162.2000",60,"women",2000,46647.5,162
"61.2000",60,"men",2000,46906.5,61
"163.2000",61,"women",2000,46076.5,163
"62.2000",61,"men",2000,45612,62
"164.2000",62,"women",2000,44142.5,164
"63.2000",62,"men",2000,43246,63
"165.2000",63,"women",2000,42594.5,165
"64.2000",63,"men",2000,41172.5,64
"166.2000",64,"women",2000,41110,166
"65.2000",64,"men",2000,39412,65
"167.2000",65,"women",2000,39821,167
"66.2000",65,"men",2000,37505.5,66
"168.2000",66,"women",2000,39123,168
"67.2000",66,"men",2000,36039,67
"169.2000",67,"women",2000,39476.5,169
"68.2000",67,"men",2000,35865.5,68
"170.2000",68,"women",2000,40169,170
"69.2000",68,"men",2000,35879,69
"171.2000",69,"women",2000,40502,171
"70.2000",69,"men",2000,35355,70
"172.2000",70,"women",2000,40136,172
"71.2000",70,"men",2000,34466,71
"173.2000",71,"women",2000,39940,173
"72.2000",71,"men",2000,33755.5,72
"174.2000",72,"women",2000,39789.5,174
"73.2000",72,"men",2000,33054.5,73
"175.2000",73,"women",2000,39257.5,175
"74.2000",73,"men",2000,32153.5,74
"176.2000",74,"women",2000,39572.5,176
"75.2000",74,"men",2000,31899.5,75
"177.2000",75,"women",2000,39574,177
"76.2000",75,"men",2000,31132,76
"178.2000",76,"women",2000,39158,178
"77.2000",76,"men",2000,30350,77
"179.2000",77,"women",2000,38573,179
"78.2000",77,"men",2000,29134,78
"180.2000",78,"women",2000,39049,180
"79.2000",78,"men",2000,28302.5,79
"181.2000",79,"women",2000,40001.5,181
"80.2000",79,"men",2000,28165,80
"182.2000",80,"women",2000,35693,182
"81.2000",80,"men",2000,24499.5,81
"183.2000",81,"women",2000,30515,183
"82.2000",81,"men",2000,20169.5,82
"184.2000",82,"women",2000,29098.5,184
"83.2000",82,"men",2000,18242,83
"185.2000",83,"women",2000,27211,185
"84.2000",83,"men",2000,16409,84
"186.2000",84,"women",2000,24958,186
"85.2000",84,"men",2000,14251.5,85
"187.2000",85,"women",2000,23112,187
"86.2000",85,"men",2000,12557.5,86
"188.2000",86,"women",2000,21119.5,188
"87.2000",86,"men",2000,10946,87
"189.2000",87,"women",2000,18877,189
"88.2000",87,"men",2000,9102,88
"190.2000",88,"women",2000,16399.5,190
"89.2000",88,"men",2000,7486.5,89
"191.2000",89,"women",2000,13743.5,191
"90.2000",89,"men",2000,6068,90
"192.2000",90,"women",2000,11624.5,192
"91.2000",90,"men",2000,4754.5,91
"193.2000",91,"women",2000,9562,193
"92.2000",91,"men",2000,3591,92
"194.2000",92,"women",2000,7484,194
"93.2000",92,"men",2000,2621.5,93
"195.2000",93,"women",2000,5745,195
"94.2000",93,"men",2000,1864.5,94
"196.2000",94,"women",2000,4237.5,196
"95.2000",94,"men",2000,1268.5,95
"197.2000",95,"women",2000,3072,197
"96.2000",95,"men",2000,843.5,96
"198.2000",96,"women",2000,2176.5,198
"97.2000",96,"men",2000,547.5,97
"199.2000",97,"women",2000,1479.5,199
"98.2000",97,"men",2000,365,98
"200.2000",98,"women",2000,936,200
"99.2000",98,"men",2000,223.5,99
"201.2000",99,"women",2000,589,201
"100.2000",99,"men",2000,124.5,100
"202.2000",100,"women",2000,798.5,202
"101.2000",100,"men",2000,155,101
"102.2001",0,"women",2001,44194.5,102
"1.2001",0,"men",2001,46989,1
"103.2001",1,"women",2001,44015,103
"2.2001",1,"men",2001,46414,2
"104.2001",2,"women",2001,43834.5,104
"3.2001",2,"men",2001,46207,3
"105.2001",3,"women",2001,44291,105
"4.2001",3,"men",2001,46825.5,4
"106.2001",4,"women",2001,45911,106
"5.2001",4,"men",2001,48127,5
"107.2001",5,"women",2001,48955,107
"6.2001",5,"men",2001,51380.5,6
"108.2001",6,"women",2001,53053.5,108
"7.2001",6,"men",2001,55664.5,7
"109.2001",7,"women",2001,56655,109
"8.2001",7,"men",2001,59037,8
"110.2001",8,"women",2001,59157,110
"9.2001",8,"men",2001,62127,9
"111.2001",9,"women",2001,60985.5,111
"10.2001",9,"men",2001,64641,10
"112.2001",10,"women",2001,61983,112
"11.2001",10,"men",2001,65538,11
"113.2001",11,"women",2001,60729.5,113
"12.2001",11,"men",2001,64014.5,12
"114.2001",12,"women",2001,58124.5,114
"13.2001",12,"men",2001,61586,13
"115.2001",13,"women",2001,55913,115
"14.2001",13,"men",2001,58868,14
"116.2001",14,"women",2001,53799,116
"15.2001",14,"men",2001,56516.5,15
"117.2001",15,"women",2001,52243,117
"16.2001",15,"men",2001,55427,16
"118.2001",16,"women",2001,50422,118
"17.2001",16,"men",2001,53588,17
"119.2001",17,"women",2001,48876,119
"18.2001",17,"men",2001,51930,18
"120.2001",18,"women",2001,48707,120
"19.2001",18,"men",2001,51597,19
"121.2001",19,"women",2001,49278,121
"20.2001",19,"men",2001,51752.5,20
"122.2001",20,"women",2001,50456,122
"21.2001",20,"men",2001,52493.5,21
"123.2001",21,"women",2001,50991,123
"22.2001",21,"men",2001,52859.5,22
"124.2001",22,"women",2001,50086,124
"23.2001",22,"men",2001,51717.5,23
"125.2001",23,"women",2001,50152.5,125
"24.2001",23,"men",2001,52017,24
"126.2001",24,"women",2001,51681.5,126
"25.2001",24,"men",2001,53723,25
"127.2001",25,"women",2001,53921,127
"26.2001",25,"men",2001,55854,26
"128.2001",26,"women",2001,57001,128
"27.2001",26,"men",2001,58989,27
"129.2001",27,"women",2001,58447.5,129
"28.2001",27,"men",2001,60480,28
"130.2001",28,"women",2001,58959.5,130
"29.2001",28,"men",2001,60974,29
"131.2001",29,"women",2001,59828,131
"30.2001",29,"men",2001,62085,30
"132.2001",30,"women",2001,59490.5,132
"31.2001",30,"men",2001,61477.5,31
"133.2001",31,"women",2001,58474,133
"32.2001",31,"men",2001,60489.5,32
"134.2001",32,"women",2001,59668,134
"33.2001",32,"men",2001,62043.5,33
"135.2001",33,"women",2001,62896,135
"34.2001",33,"men",2001,65666.5,34
"136.2001",34,"women",2001,64859.5,136
"35.2001",34,"men",2001,68392,35
"137.2001",35,"women",2001,65434,137
"36.2001",35,"men",2001,69116,36
"138.2001",36,"women",2001,65815.5,138
"37.2001",36,"men",2001,69186,37
"139.2001",37,"women",2001,63598,139
"38.2001",37,"men",2001,66883,38
"140.2001",38,"women",2001,59903.5,140
"39.2001",38,"men",2001,63122.5,39
"141.2001",39,"women",2001,57905.5,141
"40.2001",39,"men",2001,60618,40
"142.2001",40,"women",2001,56909.5,142
"41.2001",40,"men",2001,59081,41
"143.2001",41,"women",2001,56860,143
"42.2001",41,"men",2001,59078.5,42
"144.2001",42,"women",2001,57011,144
"43.2001",42,"men",2001,59444.5,43
"145.2001",43,"women",2001,57669,145
